,Title,Company_name,Location,Contract_type,Requirement,Salary,Technical_skills,Link_image,URL
330,Data Analyst (MIS Supervisor),Shinhan Vietnam Finance,"37 Ton Duc Thang, P. Ben Nghe, Quan 1, TP.HCM",Full-time,"Job description I. Job Summary:  The key role is responsible for maintaining business reports and providing in-depth analysis to support decision making   II. Key Accountabilities:  • Maintain important daily, weekly and monthly business reports encompassing various aspects of the company’s business. • Monitor/alert operation efficiency and business trends in deep level. • Provide various ad-hoc analysis in order to bring tangible values for relevant business divisions. • Be a bridge between business and IT for work-related data management. • Design new useful reports by looking at new dimensions, indicators to provide more insights to business activities. • Improve current reports or processes being implemented to improve business efficiency • Provide business analytics such as customer segmentations, forecasts on business performance to enhance business efficiency. • Upgrade and monitor business models such as customer churn prediction, cross-sell suggestion, marketing response model.Job requirements a. Qualification: Qualifications: University degree in MIS/Information System, Data Science, Business Analytics, IT, Computer Science, Mathematics, Statistics, Mathematical Finance, Economics or equivalent fields.  b. Experience: At least two years of experience in Credit Risk Analytics, Retail Banking Analytics, Retail Risk Analytics or Credit Scoring, …, at banks or consumer finance companies with using analytical tools such as advanced Excel, SAS, Oracle, SQL, R.   c. Knowledge:  - Having logical thinking, statistical and mathematical knowledge. - Experience in banking/consumer finance is required.  d. Skills:  - Analytical Thinking: The ability to tackle a problem by using a logical, systematic, sequential approach. - Strong at numerical skills, quick learner. - Computer skills: MS Word, Excel, Power Point. - Languages capability: Good command of spoken and written English and Vietnamese.",$1000 - $1300,"SKILLMIS, SQL, Database Query, Excel, Oracle SQL",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff1%2F11218794.png&w=256&q=75,https://www.vietnamworks.com/data-analyst-mis-supervisor-1--1749904-jd?source=searchResults&searchType=2&placement=1750304&sortBy=date
331,Automotive Android Platform Engineer,Bosch Global Software Technologies Company Limited,"Etown Building, 364 Cong Hoa, Ward 13, Tan Binh District, HCMC
Hà Nội, Vietnam",Full-time,"Job description - Design, develop, and test embedded software for MHU device (Infotainment system) - Coding, analyse issue of linux driver, linux kernel to connect peripherals - Develop android HAL service, native service, frameworks for AOSPJob requirements - Demonstrated proficiency in C/C++ programming language - Broad knowledge of the Linux kernel: Process scheduler, memory management, Virtual file system, device tree - Experience in communication protocols (I2C, SPI, Uart...) and Linux kernel concept: Interrupt, Spinlock, multi threading... - Experience in working with AOSP project, native HAL service, android frameworks (service, provider, activity, windows) - Demonstrated experience with kernel patching and debugging, porting new driver - Familiarity with Arm boot processes (e.g. U-Boot) and Arm bring-up experience - Familiarity with Gerrit code review, CI/CD tools (Jenkin, Quickbuild...)",Negotiable,"SKILLC Programming Language, C++, Linux Kernel, Android",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff8%2F11200820.png&w=256&q=75,https://www.vietnamworks.com/automotive-android-platform-engineer--1767550-jd?source=searchResults&searchType=2&placement=1767950&sortBy=date
332,Telematic Developers,Bosch Global Software Technologies Company Limited,"Etown building, 364 Cong Hoa street, ward 13, Tan Binh district, Ho Chi Minh, Vietnam",Full-time,"Job description - Understand and analyze customer's requirements - Software development, integration and testing based on requirements - Execute software development tasks, document user guides, test results and report problems - Handling tickets of new features, issues and change requests for the software platform - Debug and maintain the software running on target devices via network TCP/IP or Automotive protocols - Provide effort estimation and other inputs for project planningJob requirements - Good Linux system programming C/C++ - Have knowledge about Automotive SDLC, Agile model of project management. - Good Linux security Understanding and implementation (Selinux/TPM) - Nice to have mobile network knowledge and interaction with Qualcomm baseband, nice to have experience with MDM9628. - Strong Linux Service/Application implementation/design and troubleshooting. - Refer to have CAN UDS/KWP2000 - Nice to have SomeIP/OpenSSL and TLS",Negotiable,"SKILLC++, C Programming Language, Linux, Embedded, Automotive",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff8%2F11200820.png&w=256&q=75,https://www.vietnamworks.com/telematic-developers--1767548-jd?source=searchResults&searchType=2&placement=1767948&sortBy=date
333,Penetration Tester,Bosch Global Software Technologies Company Limited,"Ho Chi Minh, Vietnam",Full-time,"Job description Global Business Services (GS) is a Bosch service unit providing end 2 end process services to Bosch internal organization. GS/TE the tecnical enabling team of GS, we’re the engine of GS digital transformation by leading and implementing smart automation, UX design, data analytics, digital initiatives, IT application goverancne and IT portfolio, investment management. GS/TET-APAC is the regional organization of GE/TE. With competences and capacities located in the APAC, we work together with our business partners to escort, capture, conceptualize, implement and operation digital initiatives in order to capitalize the power of digital innovation. We drive and lead the GS regional cross functional digital initiative incubation, project implementation, platform rollout and design of digital business models Your responsibilities: - Perform penetration testing to identify potential vulnerabilities in web systems, cloud services and IoT solutions using hacking attacks - Perform risk assessment for identified vulnerabilities to design detailed penetration test report. - Present findings to relevant stakeholders and technical teams to introduce testing procedure, methodology and vulnerability risk severity in technical dimension - Investigate and analyze vulnerabilities on software systems, to design protection measures to mitigate cybersecurity risks - Investigate, research and evaluate security industry trends and best practices.Job requirements - Minimum 1 year of Penetration Testing experience with strong skills in penetration testing and vulnerability mining capabilities - Familiar with Web and App security, capable of independent testing on WEB, Android, and iOS platforms. - Proficient in commonly used security tools such as: BurpSuite, Nmap, Sqlmap, Kali Linux, etc., understanding the principles, familiar with the script code. - Be able to independently complete the penetration testing of the company's related applications and servers, and propose solutions to related vulnerabilities. - OSCP certification preferred. - Excellent verbal and written communication skills in English.",Negotiable,"SKILLSoftware Testing, Security, Penetration Testing, IT Security, Cyber Security Analysis",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff8%2F11200820.png&w=256&q=75,https://www.vietnamworks.com/penetration-tester--1767547-jd?source=searchResults&searchType=2&placement=1767947&sortBy=date
334,Embedded Software Engineer (Multimedia - Graphic/video),Bosch Global Software Technologies Company Limited,"Hà Nội, Vietnam
Ho Chi Minh, Vietnam",Full-time,"Job description - Need to meet the expectation about ""C language"" requirements such as SWC/CDD position - Writing software to control specialized peripherals for graphics (refer RCAR-H3 chipset) - Need to come up with a solution to support many different types of audio peripherals - Analyzing current graphic software modules and providing a video stack/framework development solution for Nextgen that meets Functional Safety requirements and supports running animations and saves memory usage and fast bootup timeJob requirements - Strong embedded C programming: + Strong logical thinking in using C language. + Understand or used to work with C in MCU (Microcontroller) environment. + Have knowledge about Misra/Cert-C - At least 3 years of experience in Embedded Software Development: + Experience in working in Real Time Operating System (RTOS) + Experience with review of source code and fixing potential software bugs in software. + Experience with static code analysis and fixing deviations. + Experience with version control, CI-CD system (Jenkins) and change management tools. + Understanding compilation process (linking, preprocessing, optimization etc) - Strong Driver development in full SDLC: + Used to work with MCU line that supports Graphics + Used to work with 2D/3D engine is a plus + Used to work with GMSL deserializer such as MAX9296 - Strong Graphic/Video library/framework: + Used to work with framework/library graphic (e.g LVGL + TouchGFX …) + Used to work with animation on MCU platform is a plus",Negotiable,"SKILLEmbedded, C Language, RTOS, Graphic",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff8%2F11200820.png&w=256&q=75,https://www.vietnamworks.com/embedded-software-engineer-multimedia-graphic-video--1767545-jd?source=searchResults&searchType=2&placement=1767945&sortBy=date
335,Embedded Software Developer (C Language),Bosch Global Software Technologies Company Limited,"Etown Building, 364 Cong Hoa, Ward 13, Tan Binh District, HCMC",Full-time,"Job description - Fixing bugs for the current software - Completing documents such as UML design + Requirement Completing - Analyzing new or changed software requirements to adjust to the corresponding software - Analyzing logical business and software for each current module to ensure all normal running cases as well as abnormalities that may occur with this software module. - Analyzing performance and model communication between software module and the remaining to optimize about logical processing. - Giving solutions to optimize the current software or handle logic better/enough cases - Taking part in new component development for Nextgen - Analyzing the interface and integration of software moduleJob requirements - At least 3 years of experience in Embedded Software Development: + Experience with review of source code and fixing potential software bugs in software. + Experience with static code analysis and fixing deviations. + Experience with version control, CI-CD system (Jenkins) and change management tools. + Understanding compilation process (linking, preprocessing, optimization etc) - Strong embedded C programming: + Strong logical thinking in using C language. + Understand or used to work with C in MCU (Microcontroller) environment. + Have knowledge about Misra/Cert-C - Experience in real-time operating systems: + Used to work at least 1 time in Realtime operating system. + Understand the main requirements such as protect resource (mutex/ spinlock) + Understand about how Runnable work in task and how it schedules. - Experience in AUTOSAR RTE: + Know and understand about RTE APIs and their using. + Know and understand about the interfaces with the under layer of AUTOSAR Basic Software layer such as COM/ DCM/ NvM/ BswM & EcuM",Negotiable,"SKILLEmbedded, C Language, RTOS",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff8%2F11200820.png&w=256&q=75,https://www.vietnamworks.com/embedded-software-developer-c-language--1767542-jd?source=searchResults&searchType=2&placement=1767942&sortBy=date
336,Embedded Software Engineer (Multimedia - Audio),Bosch Global Software Technologies Company Limited,"Ho Chi Minh, Vietnam
Hà Nội, Vietnam",Full-time,"Job description - Need to meet the expectation about ""C language"" requirements such as SWC/CDD position - Writing software to control specialized audio peripherals - Need to come up with solutions to support many different types of audio peripherals - Analyzing current audio software modules and providing solutions to develop audio stack/framework for - Nextgen that meets Functional Safety requirements and supports running WAV on MCU platformsJob requirements - Strong embedded C programming: + Strong logical thinking in using C language. + Understand or used to work with C in MCU (Microcontroller) environment. + Have knowledge about Misra/Cert-C - At least 3 years of experience in Embedded Software Development: + Experience in working in Real Time Operating System (RTOS) + Experience with review of source code and fixing potential software bugs in software. + Experience with static code analysis and fixing deviations. + Experience with version control, CI-CD system (Jenkins) and change management tools. + Understanding compilation process (linking, preprocessing, optimization etc) - Strong Driver development in full SDLC: + Used to work/understand about TDM + I2S + Used to work/understand about DSP Macury - Strong Audio Library/framework: + Understanding WAV format. + Understanding a variety of methods to create sounds or play sounds from available data + Understanding solutions for mixing sound",Negotiable,"SKILLEmbedded, C Language, SDLC, RTOS, Audio Software",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff8%2F11200820.png&w=256&q=75,https://www.vietnamworks.com/embedded-software-engineer-multimedia-audio--1767540-jd?source=searchResults&searchType=2&placement=1767940&sortBy=date
337,Business Analyst,Công Ty Cổ Phần Việt Tinh Anh,"33-35 Đường số D4, Khu Đô Thị Mới Him Lam, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh",Full-time,"Job description - Partner with stakeholders across business units (ex: EC sales, operation) to develop analyses and documentation in a collaborative way, communicating effectively and efficiently with production, managerial, and executive teams. - Evaluate, analyze, and communicate systems requirements on a continuing basis, and maintain systems processes, including the delivery of monthly status reports to all appropriate parties. - Author, gather, validate and update internal and external documentation, and formally initiate and deliver requirements and documentation.  - Conduct daily systems analytics to maximize effectiveness and troubleshoot problems. - Develop meaningful and lasting relationships with partners for optimized systems integration, and respond to questions and concerns from managers and executives with supporting research and recommendations. - Communicate with project managers to ensure that business operations are closely monitored and potential risks are mitigated. - Modelling business processes and identifying opportunities for process improvements. - Identifying issues, risks and benefits of existing and proposed solutions and outlining business impacts. - Simplifying information and deciphering technical jargon so it is easily understood by the whole team. - Gather information through process mapping, flow-charting, and workshops. This information can then be used to develop better process engineering. - They gather data, analyze, and make recommendations to meet project objectives. - Evaluate employee needs, internal workflows, business processes and make evidence-based recommendations to support process improvements.Job requirements • Graduated College & above  • Minimum two years of experience in BA • Experience in generating process documentation and reports • Good communication skills, with an ability to translate data into actionable insights • Good communication in English • Should know spreadsheet software and flow-charting tools, and various business process analysis tools. • Excellent writing skills to produce presentations and reports.",Negotiable,"SKILLEnglish, Spreadsheet, Business Analysis, Reporting, Data Analysis",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11194651.png&w=256&q=75,https://www.vietnamworks.com/business-analyst--1751431-jd?source=searchResults&searchType=2&placement=1751831&sortBy=date
338,Data Analyst ( Experienced In Finance ),Fiingroup,"Tầng 10, tòa PeakView Tower, số 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội",Full-time,"Job description - Phân tích dữ liệu tài chính chứng khoán. Nghiên cứu xây dựng mô hình tính toán chỉ số tài chính theo yêu cầu. - Xây dựng và phát triển các mô hình dữ liệu, hỗ trợ quản trị và phân tích dữ liệu. - Xây dựng, tối ưu và duy trì các báo cáo BI sử dụng Tableau và Power BI. - Thực hiện truy vấn SQL để tìm kiếm, lọc, và xử lý dữ liệu theo yêu cầu. - Tham gia phối với các bên trong việc xây dựng sản phẩm. - Hợp tác và làm việc chặt chẽ với các nhóm khác để hiểu yêu cầu kinh doanh và nhu cầu về dữ liệu.Job requirements - Có kinh nghiệm làm việc với dữ liệu lớn, có khả năng phân tích và đưa ra quyết định dựa trên dữ liệu. - Thông thạo việc sử dụng Tableau, Power BI và các công cụ phân tích dữ liệu khác. - Kỹ năng truy vấn SQL nâng cao, ưu tiên ứng viên biết lập trình Python. - Có khả năng làm việc độc lập cũng như phối hợp tốt trong nhóm. - Kỹ năng tư duy phê phán, giải quyết vấn đề và quản lý thời gian tốt. - Kỹ năng giao tiếp hiệu quả, bao gồm viết báo cáo và trình bày dữ liệu. - Có sự yêu thích và hiểu biết về thị trường tài chính, chứng khoán. - Ưu tiên ứng viên có chứng chỉ CFA.  * Quyền lợi - Thu nhập hàng tháng: Theo năng lực, có thể thỏa thuận. Tháng lương 13. - Thưởng năm theo năng lực, thưởng dự án và các mức thưởng khác theo Quy chế Thu nhập. - Các khoản phúc lợi: Thưởng Lễ, Tết, … bằng tiền theo Thỏa ước Lao động tập thể. - Chính sách BHXH, BHYT, BHTN, KPCĐ và các phúc lợi khác theo đúng quy định của Luật lao động và của Công ty. - Khung giờ làm việc linh hoạt. - Trợ cấp các loại tuỳ theo đối tượng: phụ cấp điện thoại, phụ cấp gửi xe ô tô, trợ cấp kết hôn. - 14-16 ngày phép/ năm so với trung bình 12 ngày phép/năm trên thị trường.",$500 - $1000,"SKILLData Modeling, Power BI, Data AI",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F61%2F11125259.png&w=256&q=75,https://www.vietnamworks.com/data-analyst-experienced-in-finance--1767454-jd?source=searchResults&searchType=2&placement=1767904&sortBy=date
339,Chief Technology Officer,Công Ty CP Công Nghệ Giáo Dục Trường Học Trực Tuyến,"Tầng 3, Tòa nhà 17T4, Số 01 Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, TP Hà Nội",Full-time,"Job description As the Chief Technology Officer (CTO), you will be responsible for leading and overseeing all aspects of technology strategy, infrastructure, and operations. You will play a crucial role in driving innovation, ensuring technical excellence, and providing strategic direction for the development and implementation of our educational technology solutions. This is a senior leadership position that requires deep knowledge of the EdTech industry and a passion for leveraging technology to transform education.   JOB DESCRIPTION: - Manage tech team of 30 staff (Dev, QC, Infra..). - Setting up IT organization structure, procedural guidelines to establish a successful delivery process. - Advise CEO/BOD for IT trends and IT upgrade, and plan to apply to company's products. - Overseeing teams across the different stages of project delivery by supervising staff. - Resource management, maximize resource usage, maximize member’s performance. - Evaluating consumer feedback and instituting changes as necessary to manage expectations. - Build and maintain engineering culture.Job requirements * Qualifications and experience: - Graduated in Computer Science, Information Technology, or related fields. - At least 10 years of working experience in the field of information technology, with a minimum of 5 years in a team lead position or higher and 2 years in a technology director or similar role.   *Knowledge and skills: - Deep understanding of technology and trends in the EdTech industry. - Strong leadership skills, team management ability, and task orientation. - Strategic thinking skills and the ability to make decisions in complex business environments. - Inspiration and passion for applying technology to improve education. *Flexibility and adaptability: - Ability to work effectively in a fast-paced and rapidly changing environment that demands flexibility. - Willingness to adapt to new changes and challenges while maintaining a strong focus on company goals.",$2000 - $3200,"SKILLTechnology Management, Công Nghệ Phần Mềm, Service Delivery Management, Software Solution Architecture, Full SDLC",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fb0%2F11111225.png&w=256&q=75,https://www.vietnamworks.com/chief-technology-officer--1767444-jd?source=searchResults&searchType=2&placement=1767894&sortBy=date
340,Data & Tech Support Specialist,Công Ty TNHH Dịch Vụ Triển Lãm SES Việt Nam,"Hồ Chí Minh, Việt Nam",Full-time,"Job description Job Summary: As a Data & Tech Support Specialist. The successful candidate will play a key role in providing comprehensive IT service support, data management, IT asset procurement, and budget planning across ASEAN countries. This position involves delivering 1st tier helpdesk services, desk support to internal users, troubleshooting IT-related issues, and leveraging IT and SQL/NoSQL coding skills.   Responsibilities: • Helpdesk Support: • Provide prompt and effective L1 helpdesk services to internal users using ServiceNow via remote software, phone, email, and chat. • Identify, prioritize, and resolve issues related to hardware, software, systems, and network. • Data Management: • Ensure effective data management practices across ASEAN countries. • Collaborate with relevant teams to address data-related challenges and ensure data integrity. • SQL/NoSQL and Coding Skills: • Leverage advanced SQL and NoSQL skills for data analysis, querying, and manipulation. • Collaborate with the development team on projects involving database management and data-driven applications. • Identity and Troubleshooting: • Investigate and troubleshoot problems related to IT services, including but not limited to hardware, software, systems, and network issues. • Escalate complex problems to higher-level support for further analysis and resolution. • Collaboration: • Work collaboratively with cross-functional teams, including IT, development, and project management, to ensure IT services meet users' needs. • Act as a liaison between different departments to streamline communication and problem resolution. • IT Asset Procurement & Budget Planning: • Manage the procurement of IT assets, ensuring timely acquisition and adherence to budgetary guidelines. • Collaborate with vendors to obtain competitive pricing and negotiate favorable terms. • Provide input on cost estimates for IT budget, ensuring alignment with organizational goals. • Continuous Improvement: • Actively seek opportunities for continuous improvement in technical knowledge and skills. • Participate in training programs and gain hands-on experience to stay abreast of technological advancements.Job requirements Qualifications: • Bachelor's degree in Computer Science, Information Technology, or a related field. • 1-3 years of experience in technical support or a related field. • Proven experience in providing IT service support, including 1st tier helpdesk services and desk support. • Strong troubleshooting skills for hardware, software, systems, and network issues. • Profound understanding of SQL and NoSQL for data analysis and manipulation. • Experience in IT asset procurement and budget planning. • Strong communication skills with the ability to interact effectively with internal users and cross-functional teams. • Good communication and command in written and spoken English. • Knowledge of data management principles and practices. • Ability to escalate and coordinate complex issues with 2nd or 3rd Tier support. • Strong documentation skills for technical support procedures. • Willingness to continuously improve technical knowledge through training and hands-on experience.  BENEFITS: - Flexible time, Monday to Friday - Office at Central of Ho Chi Minh City - Competitive remuneration package with performance bonus - Private healthcare and accident insurance - Company trip and social activities - Learning & development opportunity to advance your career path",Negotiable,"SKILLData Management, Oracle, Technical Support, Helpdesk, SQL",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11156817.png&w=256&q=75,https://www.vietnamworks.com/data-tech-support-specialist-1762339-jd?source=searchResults&searchType=2&placement=1762789&sortBy=date
341,Contractual Staff of Internet Banking Solution,"Mizuho Bank, Ltd. - HCMC Branch","18/F Sunwah Tower, 115 Nguyen Hue Blvd., Ben Nghe Ward, D.1, HCMC",Full-time,"Job description 1. Customer promotion: - Promote customer to provide the most suitable e-banking solution at one of the Global Systemically Important Banks (G-SIBs by FSB). - Coordinate with other RMs and internal global networks (Singapore, Bangkok, Tokyo, etc.) to promote customer's utilization of Mizuho's e-banking service, support customer's digital shift by e-banking service, etc. & deliver best solutions to customer.  - Support customers with e-Banking’s service by phone, e-mail, at customer’s site, etc.  2. Internal implementation & contribution:  - Handle all activities related to introduction, registration, documentation, maintenance & enhancement of Internet banking for customers. Ensure accurate and smooth operation of the bank's e-banking activities to gain customers' satisfaction. - Contribute to enhancement of e-banking workflow, system infrastructure and/or other payment channel.  3. Other related tasks assigned by Department Head / Management.Job requirements - University graduated. - Good command in English is a must.  - High adaptability for change and capability of multiple task handling. - Excellent communication, good customer-oriented and promotion & problem solving skills. - Good sense of team-work and responsibility - Having experience in internet banking or related service at a bank or software company is a plus.   Dear Applicants, Thanks for your applying at Mizuho Bank, Ltd. - HCMC Branch For more understand about your backgrounds, skills & experiences. Please your resume as follow this information: English detail resume with photo. Note: Only qualified candidates are invited for interview.",Negotiable,"SKILLE-Banking, Communication, Banking Customer Service, Team Connecting, Time Management",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F5e%2F79683.gif&w=256&q=75,https://www.vietnamworks.com/contractual-staff-of-internet-banking-solution-1759280-jd?source=searchResults&searchType=2&placement=1759730&sortBy=date
342,[Hybrid - HCM] Senior DevSecOps - Platform Security Engineer,Navigos Search,"District 1, Ho Chi Minh City, Vietnam",Full-time,"Job description About us Our goal is to create a world where communities and individuals prosper. By enhancing our clients' financial security, we enable them to accomplish amazing feats like purchasing a house, starting a business, or setting aside money for various purposes.   We are seeking a skilled Security Engineer to collaborate with our Security Partner in our Assurance Chapter to oversee and enhance our Platform's security controls posture by offering a thorough technical understanding of security threats and potential vulnerabilities.   Responsibilities Assisting our teams in aligning and gathering data against rules to achieve operating effectiveness. Helping Assurance and Security Partner teams find ways to automate the gathering of evidence. Offering technical guidance to groups regarding the appropriate application of security setups, including IAM, network policies, API authentication, and other cloud-based components. Encouragement of the teams to create safe CI/CD pipelines Helping the Security Partners analyze vulnerabilities and Pen-test results that could impact parts of the solution that aren't application-code-specific. Specifying policies in assurance tooling as code. Testing novel security tools and implementations through proof of concept operations. Collaborating with other security engineers and penetration testers to assist in the creation of threat models and misuse scenarios.Job requirements Must have A desire to learn about and discuss new technical and security opportunities in a wide forum. Practical understanding of one or more security standards and frameworks. Experience with cloud engineering and familiarity with cloud security standards. An understanding of the code review process, CI/CD tools, and software development life cycle. Capacity to write automation and policies in code. Participate in the discoveries, triage, and action suggestions of vulnerability management. Find fresh chances for security automation by applying your study and analytical abilities. Have the capacity to absorb and comprehend in-depth security requirements. Capable of solving day-to-day issues through efficient communication with both security and non-security parties. Fluent in English both verbal and non-verbal communication   Nice to have Experience with security and compliance in financial services. An understanding of Kubernetes and Google Cloud Platform. Proficiency in creating safe guards for SaaS and PaaS-oriented services. Expertise in developing and constructing novel software systems and their integrations. Proficient in programming languages like Go, Java, or comparable ones. Report design for stakeholders, with a focus on compliance and security posture.   Salary and Benefit • Hybrid working mode (3 working days at office, flexible time) • 18 paid leaves/year • Insurance plan based on full salary • Attractive Package including 13th month salary and Performance bonus • 100% full salary and benefits as an official employee from the 1st day of working",$2500 - $3500,"SKILLDevOps, Security, Cloud Platform, English, Coding",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F4f%2F11211387.png&w=256&q=75,https://www.vietnamworks.com/hybrid-hcm-senior-devsecops-platform-security-engineer-1767417-jd?source=searchResults&searchType=2&placement=1767867&sortBy=date
343,Chuyên Viên Nghiệp Vụ Corebanking - Trung Tâm Công Nghệ Thông Tin,Ngân Hàng Thương Mại TNHH MTV Đại Dương,"Hà Nội, Vietnam",Full-time,"Job description 1. Thực hiện trực tiếp các công tác nghiệp vu, chuyên môn trên các phân hệ FCC. 2. Phân tích, xây dựng sản phẩm, các kịch bản kiểm thử; thực hiện kiểm thử; xác nhận và đánh giá kết quả kiểm thử sản phẩm FCC (pilot và golive). 3. Phân tích và xây dựng các yêu cầu nghiệp vụ liên quan của hệ thống cập nhật phù hợp với thực tế và đáp ứng được nhu cầu trong từng thời kỳ. 4. Hỗ trợ người dùng các nghiệp vụ liên quan trên toàn hệ thống. 5. Xây dựng các tài liệu, quy định, quy trình, hướng dẫn nghiệp vụ của CoreBanking (FCC). 6. Tham gia công tác đào tạo, hướng dẫn nghiệp vụ FCC của phân hệ phụ trách. 7. Thực hiện các công việc khác theo sự phân công của cấp quản lý.Job requirements - Tốt nghiệp từ Đại học trở lên, chuyên ngành khối kinh tế, Kỹ thuật hoặc chuyên ngành tương đương lĩnh vực nghiệp vụ. - Kiến thức tốt, am hiểu kiến thức cơ bản về sản phẩm dịch vụ ngân hàng; hệ thống core bank, hệ thống core thẻ, hệ thống ebank; - Hiểu biết, có kiến thức, thành thạo về các hệ thống, ứng dụng ngân hàng; - Chủ động, tư duy tốt, có khả năng phân tích và đánh giá vấn đề, đưa phương hướng giải quyết; có khả năng làm việc nhóm, xây dựng và tổ chức kế hoạch thực hiện. - Có khả năng phối hợp làm việc nhóm; Có khả năng thuyết trình, thuyết phục khá; Có khả năng trình bày được các công văn, văn bản súc tích, rõ ý, tuân thủ các quy định với sự định hướng của cấp trên; - Tiếng Anh: Có khả năng: đọc, nói, nghe, viết đáp ứng được yêu cầu công việc. - Sử dụng thành thạo tin học văn phòng - Trung thực, chăm chỉ, có khả năng tự học hỏi; Có trách nhiệm, nhiệt tình trong công việc; Chịu được áp lực công việc với cường độ cao",Negotiable,"SKILLSoftware Engineering, Oracle Form, Oracle Database, Core Banking, CNTT",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ff9%2F10176777.jpg&w=256&q=75,https://www.vietnamworks.com/chuyen-vien-nghiep-vu-corebanking-trung-tam-cong-nghe-thong-tin-1758692-jd?source=searchResults&searchType=2&placement=1759142&sortBy=date
344,Nhân Viên IT,Công Ty Cổ Phần Xây Dựng Tư Vấn Đầu Tư Bình Dương (Biconsi),"Tầng 3 Tòa nhà Biconsi Tower, số 1 đường Phú Lợi, phường Phú Lợi, thành phố Thủ Dầu Một, tỉnh Bình Dương",Full-time,"Job description • Phụ trách công tác IT của Công ty: • Quản lý hệ thống mạng trong công ty. • Quản trị Website công ty (thay đổi giao diện Website, quản lý trang nội bộ công ty) • Có thể xây dựng và phát triển trang Web và trang nội bộ của công ty. • Bảo mật Website và trang nội bộ.  • Đề xuất xây dựng các phần mềm phục vụ cho công ty. • Ưu tiên ứng viên biết thêm về cài đặt phần cứng, hệ thống camera, tổng đài điện thoại. - Công việc khác theo sự phân công của lãnh đạo.Job requirements • Tốt nghiệp Cử nhân Công nghệ thông tin/Khoa học máy tính, Kỹ sư CNTT trở lên; • Độ tuổi: Từ 25 – 32 tuổi; • Kinh nghiệm: Ưu tiên ứng viên có kinh nghiệm làm việc từ 03 năm trở lên trong lĩnh vực công nghê thông tin, kiểm tra sửa chữa phần cứng, cài đặt các phần mềm ứng dụng, hệ thống camera, tổng đài điện thoại;  • Siêng năng, chịu khó, có tinh thần trách nhiệm, chịu được áp lực công việc.",Negotiable,"SKILLCông Nghệ Thông Tin, IT Hardware, IT Helpdesk, IT System Administration, IT Phần Mềm",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fda%2F11267857.png&w=256&q=75,https://www.vietnamworks.com/nhan-vien-it--1762973-jd?source=searchResults&searchType=2&placement=1763423&sortBy=date
