Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
Business Analyst (Middle/Senior),Got It,"9-11 Nguyen Van Thu, DaKao, District 1., District 1, Ho Chi Minh",Full time,"['At least 3-5 years of experience at relevant positions.', 'B.A. or B.S. degree in IT, or equivalent work or educational experience.', 'Knowledge and understanding as well as experience of software development.', 'Able to use system design and application tools.', 'Good at problem analyzing, problem solving skills.' , 'Able to analyze software design and information system design. ', 'Good teamwork skills, communication and presentation skills.']",Negotiable,"['Business Analyst', 'Agile', 'Product Manager']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0JHS2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9334115572e8d44aebb01ad88f75b50efb71c457/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/gotit.jpg,https://itviec.com/it-jobs/business-analyst-middle-senior-got-it-4656?lab_feature=preview_jd_page
Product Manager (SaaS),AKILA,"8th Floor, Coalimex Building, 33 Trang Thi, Hoan Kiem, Hanoi",Full time,"['5 years of experience as a software product manager with experience in ERP, CMMS, or other enterprise software products.', 'Hands-on experience with deploying CMMS solutions for customers is a plus.', 'Experience in an Agile / Scrum environment as a product owner.', 'Experience writing software requirements according to a BDD framework.', 'Some experience in software either development or UI/UX, and ability to demonstrate comprehension of both.', 'Strong presentation, communication, and writing skills.', 'Fluent English, Chinese is a plus.']",Negotiable,"['Product Manager', 'UI-UX', 'ERP']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVJaUUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--08f1565dbc65da2824ccd37b7dd0e54db55aed53/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/z5123535732342_798baec43583a02dcdbf785fc2a04d78.jpg,https://itviec.com/it-jobs/product-manager-saas-akila-2427?lab_feature=preview_jd_page
"Mid/Senior Unity Games Developer (C#, 3D/AR/VR) ~55M",SAVA META,"Unit 5, 14th Floor, Century Tower Building, 458 Minh Khai Street, Vinh Tuy Ward, Hai Ba Trung, Hanoi",Full time,"['3+ years of experience as a Unity 3D developer, focusing on multiplayer game development. ', 'Proven ability to design, write and maintain clean, efficient and reusable code. ', 'In-depth understanding of C# programming concepts and object-oriented design (OOD) principles. ', 'Experience with Unity networking solutions (such as Photon Network, Mirror or experience building custom solutions). ', 'Solid understanding of core multiplayer game development concepts, including network protocols, latency management, and synchronization. ', 'Excellent communication and collaboration skills to work effectively in a team environment. ', 'Passion for games and desire to create a sustainable online player community. ']",Negotiable,"['Unity', 'C#', 'Games']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeUJYUWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dfe8a60baf79b8100c3fadfa0ea2c63c1c560f25/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/z5267791716378_b62b27534aef685dc41e0fd3ec1dc8d7.jpg,https://itviec.com/it-jobs/mid-senior-unity-games-developer-c-3d-ar-vr-55m-sava-tech-2646?lab_feature=preview_jd_page
"Backend Developer (.NET Core, C#, NodeJS)",Việt Nam Shinda Technology,"Room 203-204, 2nd floor, TKG Building, 124 Bach Dang Street, Ward 2, Tan Binh, Ho Chi Minh",Full time,"['Bachelor's degree in computer science, Engineering, or a related field.', 'Minimum of 3-5 years of experience as a Backend Developer, with a strong background in Node.js and proficiency in .NET Core (.NET 5+ ).', 'Strong understanding of Node.js frameworks and proficient in advanced .NET Core (.NET 5+) concepts.', 'Experience with database technologies such as SQL Server, MySQL, MongoDB, etc.', 'Solid understanding of code versioning tools, such as Git.', 'Excellent problem-solving skills and ability to work in a team environment.', 'Strong communication skills, both verbal and written.', 'Able to communicate by English']",Negotiable,"['.NET', 'C#', 'NodeJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeTRLUXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fbe00c8ef71e6492cebe7c714cd081ba507631c5/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/z5313238020374_e3c39b03ef4286cba7964f57433a6b4f.jpg,https://itviec.com/it-jobs/backend-developer-net-core-c-nodejs-viet-nam-shinda-technology-1411?lab_feature=preview_jd_page
"Frontend Developer (ReactJS, Angular, JavaScript)",Việt Nam Shinda Technology,"Room 203-204, 2nd floor, TKG Building, 124 Bach Dang Street, Ward 2, Tan Binh, Ho Chi Minh",Full time,"['Bachelor's degree in Computer Science, Web Development, or a related field.', 'Minimum of 3-5 years experience in frontend development.', 'Proficient in Angular, React, HTML5, CSS3, and JavaScript.', 'Understanding of server-side CSS pre-processing platforms, such as LESS and SASS.', 'Familiarity with RESTful APIs and AJAX.', 'Strong understanding of cross-browser compatibility issues and ways to work around them.', 'Good understanding of SEO principles and ensuring applications adhere to them.', 'Excellent problem-solving skills and attention to detail.', 'Able to communicate by English ']",Negotiable,"['ReactJS', 'JavaScript', 'Angular']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeTRLUXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fbe00c8ef71e6492cebe7c714cd081ba507631c5/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/z5313238020374_e3c39b03ef4286cba7964f57433a6b4f.jpg,https://itviec.com/it-jobs/frontend-developer-reactjs-angular-javascript-viet-nam-shinda-technology-1343?lab_feature=preview_jd_page
"Senior Full Stack Engineer (Java, ReactJS, PostgreSQL)",Cloud Technology,"341-343, Dien Bien Phu - Dmc Hd Bank Building, Binh Thanh, Ho Chi Minh",Full time,"['Important : Fluency in English is required. You should be able to comfortably communicate with native speakers in both written and oral forms.', 'You are not required to know a specific language, however expert-level experience with one or more prominent languages ​​such as Java, Dart/Flutter, React/JavaScript is a big plus.', 'Highly-trusted knowledge in at least one domain and working knowledge in multiple tech domains', 'Passion for collaborating with and mentoring junior members of the team', 'Considers the customer impact when making technical decisions']",Negotiable,"['Java', 'PostgreSql', 'ReactJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeW5iS0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f17fe0b90b5180741049a9d1d25b76f424746699/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/Logo%20Cloud%20Technology_002_cr.jpg,https://itviec.com/it-jobs/full-stack-engineer-java-reactjs-postgresql-cloud-technology-2712?lab_feature=preview_jd_page
"Senior Backend .NET Developer (C#, SQL)",Scandinavian Software Park,"19th Floor, Peakview Tower, 36 Hoang Cau, Dong Da, Hanoi, Dong Da, Hanoi",Full time,"['At a minimum, you should have background in software engineering or equivalent.', 'Have solid understanding of the full software development life cycle.', ""Have at least 7 years' experience with Microsoft's development stack: C#, .NET Framework , .NET Core, SQL Server."", 'Proficient in Rest-API, knowledge of API integration.', 'Have excellent analytical problem-solving skills.', 'Can learn quickly and manage yourself independently.', 'Used to work in teams but also independent and have no problems moving freely in the stack and probably have an area you are stronger in.', 'Have strong verbal and written communication skills in English.', 'Experience working with CI/CD pipeline.', 'Professional experience with .NET 5 / Core and / or Python', 'Professional experience with Unix / Linux', 'Docker Swarm and / or Kubernetes.', 'Some experience in System design']",Negotiable,"['C#', '.NET']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHhjSlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9713cf0acec3f5cbaf1a60ce0b0bbae4d6f69f99/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo-SSP-RGB-02-01_sqrt_small.png,https://itviec.com/it-jobs/senior-backend-net-developer-c-sql-scandinavian-software-park-2842?lab_feature=preview_jd_page
"Java Engineer (Middle-Senior, English)",KBTG Vietnam,"Friendship Tower, 31 Le Duan, Ben Nghe Ward, District 1, Ho Chi Minh",Full time,"[""Bachelor's Degree in Computer Engineer, Computer Science, IT or other related fields"", 'Minimum 5-year experience in Java software development ', 'Experience working with one or more from the followings: web application development, Unix environments, mobile application development, information retrieval, networking, developing large-scale software system, version control system, and/or security software development', 'Good communication in English']",Negotiable,"['Java', 'MySQL', 'Spring']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXMvS2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--58c93159cd5e45169503a9917c87b6acfd05ce01/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/Logo%20KBTG.jpg,https://itviec.com/it-jobs/java-engineer-middle-senior-english-kbtg-vietnam-2640?lab_feature=preview_jd_page
Mobile Application Developer (React Native),Relationshop Inc.,"9th Floor, Dreamplex Building, 195 Dien Bien Phu, Ward 15, Binh Thanh, Ho Chi Minh",Full time,"['Opportunity to experience a great workplace where young & world-class talents work together passionately. ', 'Very diverse offline and online seminars & workshops provided by company, supervisors, mentors and buddies. ', 'Clear and flexible career path.', 'Competitive income with 13th-month salary and attractive performance bonus. ', 'Annual leave: 12 days/year and other leaves/public holidays in accordance with the Labor Law of Vietnam. ', 'Periodic medical checkup, Health/Social Insurances & Bao Viet Insurance after 10 months of employment. ', 'Be provided with high performance laptop and screen.', 'Working in a progressive and international environment. ', 'Complimentary snacks, fruits, drinks everyday. ', 'Team building, company trip and monthly internal events.']",Negotiable,"['React Native', 'AngularJS', 'ReactJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeUZaTVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1a3a5df4d8ce7e3cbd2151c969503e20ffeb280c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20Stor%203.png,https://itviec.com/it-jobs/mobile-application-developer-react-native-relationshop-inc-3811?lab_feature=preview_jd_page
"Senior Flutter Developer (Android, iOS) 20 - 40 million/Month",CNV Holdings,"Nova Evergreen Building - 42/2 Nguyen Van Troi Street, Ward 15, Phu Nhuan, Ho Chi Minh",Full time,"['3+ years of experience working with flutter, understanding of basic UI concepts in flutter', 'Understanding of BloC and proficiency with BloC library', 'Understanding and proficiency with RxDart library', 'Yes Experience in distributing app to appstore and google play.', 'Understanding of object-oriented programming, data structures & algorithms', 'Understanding of Restful API, HTTP, WebSocket', 'Knowing more Python language , PHP, Java or Nodejs will be preferred.']",Negotiable,"['Flutter', 'Android', 'iOS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmR5R2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5884d9e30eadc611eea739788c47852a9224eba9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/834d95aef33e0d60542f%20-%20Binh%20Le.jpg,https://itviec.com/it-jobs/senior-flutter-developer-android-ios-cnv-holdings-4407?lab_feature=preview_jd_page
"Mid/Senior Developer (Python, Odoo, Database)",PHYTOPHARMA VN,"At Bahamas Tower, Diamond Island, No. 1, Street 104, Binh Trung Tay Ward, District 2, Thu Duc City, Ho Chi Minh",Full time,[],Negotiable,"['Python', 'Sharepoint', 'Database']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK1N5S1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b93cb2a56482402948db2efcc7f9570ca659b636/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/logo%20phyto.jpg,https://itviec.com/it-jobs/mid-senior-developer-python-odoo-database-phytopharma-vn-3958?lab_feature=preview_jd_page
"Business Analyst (Agile, Scrum)",HDBank,"25 Nguyen Thi Minh Khai, District 1, Ho Chi Minh",Full time,"['Have at least 2 years of experience in the field of business analysis and functional consulting.', 'Have participated in at least 2-3 large projects (with 5 or more people)', 'Experience in building processes: BPMN, UML', 'Experience in receiving and managing business requirements', 'Experience in requirements analysis, impact analysis and other analysis Gap analysis', 'Experience in building wireframes, mockups for system functions', 'Experience in using and specifying use cases/user stories', 'Knowledge of Agile/Waterfall and popular models such as Scrum, Kanban...', 'Skilled in interviewing users, communicating with different groups (business, developers, testers...)', 'Able to organize work work, meeting deadlines, being able to work under high pressure when implementing many projects at the same time', 'Proactive in work and able to work in groups.', 'Have degrees and certificates in the field business analysis', 'Open thinking, receptive and learning to always create new values ​​and long-term orientation', 'Read and communicate in basic English.', 'Good teamwork skills, create solidarity when working.', 'Have the opportunity to participate in projects of HDBank and Sovico group (including: HDBank, Vietjetair, HDSaiSon...)']",Negotiable,"['Business Analyst', 'Agile', 'Scrum']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdzh1REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ce285453891883a82df371f1823777ed0ab75cac/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/hdbank-logo.png,https://itviec.com/it-jobs/business-analyst-agile-scrum-hdbank-2628?lab_feature=preview_jd_page
Technical Support Engineer (Australian Product),Collaboration Betters The World - B.O.T,"TNR Tower, 54A Nguyen Chi Thanh, Dong Da, Hanoi",Full time,"['Commitment to Excellence: Demonstrated commitment to ethical behavior, integrity, and professionalism in all interactions.', 'Customer-Centric Approach: Strong sense of urgency and passion for elevating customer experiences to unprecedented levels.', 'Communication Skills: Excellent communication and interpersonal skills, enabling you to effectively manage relationships with customers.', 'Technical Proficiency: Ability to make informed technical decisions and provide guidance to the team when necessary.', 'Microsoft Office 365 – manage groups and user permissions. Troubleshoot issues that arise.', 'Time Management: Excellent time and priority management skills, allowing you to effectively balance competing demands and meet deadlines consistently.', 'Fluent in English communication, especially in the global software development environment.']",Negotiable,"['IT Support', 'System Admin']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL0s0UWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fb7e774da481a088f536df109bd3cdd56fe3e0da/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/431680877_1062197531926929_2215928896903557681_n.jpg,https://itviec.com/it-jobs/technical-support-engineer-australian-product-collaboration-betters-the-world-b-o-t-4928?lab_feature=preview_jd_page
Technical Project Manager,Trusting Social,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",Full time,"['From 3+ years of experience at the same position, background in Software development.', 'Proven track record of taking ownership and driving results in Fintech businesses', 'Ability to manage multiple, competing for priorities simultaneously and ability to work in a fast-paced environment where continuous innovation is required', 'Ability to work autonomously in a highly demanding and often ambiguous environment, with attention to detail and organizational skills', 'Capacity to develop original ideas, approaches, and automated solutions to difficult situations or problems', 'Experience using problem-solving and analytical skills to solve business problems and drive process improvements', 'Strong communication skills to coordinate with team members internal & partners', 'Analytical, computer, math, and problem-solving skills to be able to use software and explain the software', 'Organizational skills and time management skills to keep projects on track & finish projects successfully', 'Technical Project Managers coordinate teams and help solve technical problems']",Negotiable,"['Project Manager', 'Agile']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzAyREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--075b845e4ca616272194e185c5ed16fa35d656fc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hKeVpYTnBlbVZmZEc5ZlptbDBXd2RwQWFvdyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--be8303cd58d898b976ab84bbfd3800ba60f90a5c/trusting-social-logo.jpeg,https://itviec.com/it-jobs/technical-project-manager-trusting-social-3817?lab_feature=preview_jd_page
Technical Project Manager (Engineering Manager / Lead),OL Vietnam,"Unit 1209 - 1203, 12th Floor, Saigon Trade Center Building, 37 Ton Duc Thang, District 1, Ho Chi Minh",Full time,"['3+ years of experience managing complex, cross-functional enterprise software implementations.', 'Ability to motivate groups of people to complete a project on time.', 'Strong supervisory and leadership skills.', 'Excellent English verbal and written communication skills.', 'Excellent interpersonal, negotiation, and conflict-resolution skills.', 'Excellent time management skills with a proven ability to meet deadlines.', 'Organized and able to prioritize multiple projects simultaneously.', 'Technically curious and eager to understand how complex systems work.', 'Open-minded and willing to venture off the beaten track.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnQ5TlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--973be61adab37c6bee16f0d968c0385153006223/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/2023%20OL%20Vietnam%20Logo%20PNG.png,https://itviec.com/it-jobs/technical-project-manager-engineering-manager-lead-ol-vietnam-5045?lab_feature=preview_jd_page
Senior Frontend Engineer,Trusting Social,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",Full time,"['From 4+ years of experience at the same position.', 'In-depth knowledge of JavaScript, HTML5 and CSS3.', 'In-depth knowledge of ReactJS, NodeJS.', 'Understand how web browsers communicate with web servers .', 'Proficient understanding of code version control tools, such as Git and Svn.', 'Ability to adapt to web frameworks and implement them in ongoing projects.', 'Understand how Scrum and Agile work.', 'Developing and maintaining WordPress websites is a plus; and will help our content managers to make the site responsive and SEO friendly.', 'A strong presence on engineer forums like Github, Stackoverflow, etc.', 'Sample live webpages.']",Negotiable,"['ReactJS', 'HTML5', 'JavaScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzAyREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--075b845e4ca616272194e185c5ed16fa35d656fc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hKeVpYTnBlbVZmZEc5ZlptbDBXd2RwQWFvdyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--be8303cd58d898b976ab84bbfd3800ba60f90a5c/trusting-social-logo.jpeg,https://itviec.com/it-jobs/senior-frontend-engineer-trusting-social-2731?lab_feature=preview_jd_page
"Java Fullstacks Developer (JavaScript, Spring) Upto 40M","NTT e-MOI.,JSC","14F, Indochina Plaza Hanoi Office Building, 241 Xuan Thuy, Cau Giay, Hanoi",Full time,"['Experience in Java, JavaScript, J2EE required', 'Experience in Spring boot, MySQL, Shell Scripts are added advantage.', 'The candidate must have a good understanding and practical experience in Java Webbased application development.', 'Strong Java skills and experience with object-oriented design and design patterns.', 'Familiar with different source control tools.', 'Experience with database performance tuning and query enhancement is an advantage.', 'Knowledge of Billing/Charging Interfaces/APIs is an advantage.' added advantage.', 'At least 3 years of experience as a developer and 2 years or more of experience with Java', 'Having experience leading small teams and training Juniors is an advantage.', 'Priority is given to candidates with knowledge of the software development cycle (Waterfall, Agile) and experience in developing software for the Japanese market. ']",Negotiable,"['Java', 'JavaScript', 'Spring']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0MzUWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--776ffacbc117f784f814ca518ff49432715458cf/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/240226_NTTeMOI_A-2_1000x450.png,https://itviec.com/it-jobs/java-fullstacks-developer-javascript-spring-ntt-e-moi-jsc-3322?lab_feature=preview_jd_page
DevOps Engineer,Laudert Vietnam,"43D/8 Ho Van Hue, Ward 9, Phu Nhuan, Ho Chi Minh",Full time,"['3+ years of experience as a DevOps Engineer or Systems Engineer (or similar roles).', 'Strong coding skill is a must, preferred with Python and shell scripts', 'Independent, highly organized, and self-learning attitude' , 'Fluent in English is a must', 'Extensive Knowledge of Linux and Windows', 'Experience with Google Cloud Platform or alternatively AWS and Microsoft Azure service setup is a plus.', 'Experience with Kubernetes Cluster. (GKE)', 'Experience with configuration management systems such as Terraform and Ansible', 'Experience with the Setup of GitOps infrastructure using Gitlab', 'Understanding of Java, Gradle and Payara Application Server is a plus', 'Installation and management of Database Servers is a plus']",Negotiable,"['DevOps', 'English', 'Cloud']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWt3REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--94e519f05efcc18a2d0cd0fecd01020878b30b38/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/laudert-vietnam-logo.png,https://itviec.com/it-jobs/devops-engineer-laudert-vietnam-1016?lab_feature=preview_jd_page
Senior Java Developer,Laudert Vietnam,"43D/8 Ho Van Hue, Ward 9, Phu Nhuan, Ho Chi Minh",Full time,"['At least 5 years of work experience with Java, proficiency in Spring Boot', 'Fluent in English communication (written and spoken)', 'Hands-on experience with cloud-based development', 'In-depth knowledge of Kubernetes/ Docker', 'Familiarity with React Framework (JavaScript/TypeScript)', 'Strong analytical and problem-solving skills', 'Experience with SQL (PostgreSQL)', 'Industry standards for CI/CD, version control and development best practices', 'Knowledge of object storage (MinIO or others)', 'Knowledge of Message Queue (RabbitMQ or others)', 'Camunda Workflow and Decision Automation', 'Scripting with C language']",Negotiable,"['Java', 'English', 'Cloud']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWt3REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--94e519f05efcc18a2d0cd0fecd01020878b30b38/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/laudert-vietnam-logo.png,https://itviec.com/it-jobs/senior-java-developer-laudert-vietnam-0131?lab_feature=preview_jd_page
