job_title, company_name, requirement, salary, location, image_link, job_url
Backend Developer Lead (.Net) - HCM,FPT Information System,"['Tốt nghiệp CĐ/ĐH chuyên ngành Công nghệ thông tin hoặc có liên quan;\nCó ít nhất 4+ năm kinh nghiệm làm việc ở vị trí tương đương\nKinh nghiệm quản lý teamsize 5-15 người\nCó kinh nghiệm làm việc microservices\nThành thạo C#, ASP.NET và .NET Core framework, Entity Framework Core\nThành thạo MS SQL Server; MongoDB, PostgreSQL, Redis; RabbitMQ\nCó thể viết unit test (xUnit, Moq), Integration Test là lợi thế\nBiết về Neo4j (Cypher), Docker, Kubernetes, SOLID principles là điểm cộng\nCó kiến thức và tư duy lập trình hướng đối tượng (OOP);\nƯu tiên có kinh nghiệm với HTML5, CSS, JavaScript, Boostrap, Webservices\nƯu tiên có kiến thức về phân tích thiết kế lập trình và quy trình phát triển phần mềm;\nCó khả năng nghiên cứu và nắm bắt các công nghệ mới;\nKhả năng tiếng anh đọc hiểu tốt, giao tiếp căn bản;']",Thoả thuận,"- Hồ Chí Minh: Lô B3, đường Sáng Tạo, phường Tân Thuận Đông, quận 7, Quận 7",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/fpt-information-system-0568949376dcab14abfb13e3e271447f-6548a75395c0b.jpg,https://www.topcv.vn/viec-lam/backend-developer-lead-net-hcm/1299209.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Backend JAVA /PHP/NODE.JS (Từ 01 Năm Kinh Nghiệm),Công ty cổ phần Công nghệ và Dịch vụ XGame,"['- Có kiến thức về Linux, các tác vụ liên quan đến vận hành, theo dõi server Linux\n- Thành thạo một trong số các ngôn ngữ như PHP, Java hoặc NodeJS\n- Có kinh nghiệm Restful API, Microservices, Serverless\n- Có kinh nghiệm làm ứng dụng Client-Server, WebSocket, WebService\n- Có kinh nghiệm làm việc với MySql, NoSql, Redis\n- Có kinh nghiệm làm việc hoặc vận hành hệ thống trên AWS, Azure hoặc Google Cloud Platform\n- Kỹ năng phân tích và giải quyết vấn đề tốt\n- Có kinh nghiệm về DevOps, CI/CD là lợi thế']",15 - 25 triệu,"- Hà Nội: Tòa The Nine, số 9 Phạm Văn Đồng, Mai Dịch, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/zc9KpjUdmneHTQxXWPNJf7qUvXTa8qh3_1679393981____f8c9d1b909ef731f31cb1b836f3527d8.png,https://www.topcv.vn/viec-lam/backend-java-php-node-js-tu-01-nam-kinh-nghiem/1298594.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Back-End Developer Supervisor ( NodeJs ),SAPP Academy,"['Experience:\n2+ years’ web development experience required (Middle Level).\n3+ years’ web development experience required (Senior Level).\nProficiency with well-known NodeJS backend frameworks (Express or Nest)\nProficient understanding of RESTful API, gRPC, mono-repo, git\nDeep knowledge about OOP, SOLID\nExperience with relational databases (MySQL, PostgreSQL) and NoSQL databases (MongoDB,DynamoDB, Elastic Search, Redis)\nGood problem solving, collaboration, and communication skills.\nCreating database schemas that represent and support business processes.\nPlus:\nExperience of developing distributed server, large-scaled server using AWS preferred;\nKnowledge of containerization and orchestration tools (e.g., Docker, Kubernetes);\nExperience and good at Message Queue, distributed system, unit testing is a plus;\nDeep knowledge about Design patterns (Observer, Factory, Builder, Prototype pattern) is a plus;\nExperience in LMS (Learning Management System), edTech, Fintech system is a plus;\nBasic understanding of English on Reading and Writing skills;\nMajoring in Information Technology, Mathematics, Electronics and Telecommunications, Mechatronics and related fields.']",Tới 33 triệu,"- Hà Nội: 54 Lê Thanh Nghị, phường Bách Khoa, Hai Bà Trưng",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/sapp-academy-583905327999c_rs.jpg,https://www.topcv.vn/viec-lam/back-end-developer-supervisor-nodejs/1150559.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Web Backend Developer,FPT Software,"['Proven experience as a Web Backend Developer, with a strong portfolio of previous projects.\nProficient in web backend technologies – Python or NodeJS, API design\nGood problem-solving skills and attention to detail, strong communication and interpersonal skills.\nFamiliarity with frontend development (React) and AI systems is a plus.\nOpen Projects:\nAI for Coding BE, admin portal']",Thoả thuận,- Hà Nội: Cầu Giấy,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/fpt-software-6073b38a10cb4.jpg,https://www.topcv.vn/viec-lam/web-backend-developer/1297590.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Web Developer (Frontend/Backend/Fullstack),Công Ty Cổ Phần Aimesoft,"['- Sử dụng PHP hoặc Python để lập trình các Web services.\n- Có kỹ năng làm việc với các framework (Laravel, CakePHP, Flask, Django...)\n- Có kỹ năng lập trình và thiết kế web application dựa theo mô hình MVC.\n- Sử dụng tốt HTML, CSS, Javascript.\n- Có kinh nghiệm sử dụng các framework SPA (react, angular, vuejs,...)\n- Có thể sử dụng hệ thống quản lý source (svn/git, v.v...)\n- Có kỹ năng lập trình và thiết kế web application dựa theo mô hình MVC.\n- Nắm được kỹ thuật tạo dựng và thiết kế web responsive, single page,..']",Thoả thuận,"- Hà Nội: Tòa nhà Hoàng Ngọc, số 4, ngõ 82, Dịch Vọng Hậu, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-aimesoft-602ceaacdf4e0.jpg,https://www.topcv.vn/viec-lam/web-developer-frontend-backend-fullstack/1255872.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Middle Backend Developer,Công ty CP Phần mềm MOR,"['Graduated from universities or colleges majoring in IT, Computer Science or related majors.\nHave at least 3 years of experience in a similar position with .Net/Java/NodeJS/PHP/Python/Ruby on Rails languages.\nGood conversational English.\nMaster knowledge of OOP, Design Pattern. Understanding of UI/UX.\nGood use of source code management tools: SVN, GIT.\nHave knowledge of OOP, UML, Design patterns.\nExperience in Frontend and Devops is a big plus.']",Tới 23 triệu,"- Hồ Chí Minh: 10F Mekong Tower, 235 Cong Hoa, Ward 13, Tân Bình",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-cp-phan-mem-mor-45f346dbbf0fa2548fdba128d0ea0539-5e4b4b88ecbfb.jpg,https://www.topcv.vn/viec-lam/middle-backend-developer/1233311.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Junior BackEnd Developer,CÔNG TY CỔ PHẦN DU LỊCH VIỆT NAM VNTRAVEL,"['Tốt nghiệp đại học chuyên ngành Công nghệ thông tin\nCó kinh nghiệm với ngôn ngữ Java, đặc biệt là nền tảng Java Spring Boot\nCó kiến thức và kinh nghiệm sử dụng ngôn ngữ Python là điểm cộng\nCó kinh nghiệm với các hệ cơ sở dữ liệu quan hệ và không quan hệ (SQL, NoSQL)\nLuôn sẵn sàng học hỏi, tìm hiểu công nghệ mới\nCó khả năng giao tiếp và làm việc nhóm tốt\nBiết về kiến trúc Microservices là một lợi thế']",8 - 12 triệu,"- Hà Nội: 36 Hoàng Cầu, Đống Đa",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-du-lich-viet-nam-vntravel-60876b97a661d.jpg,https://www.topcv.vn/viec-lam/junior-backend-developer/1297410.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Python Django BackEnd (Intern/Parttime),CÔNG TY CỔ PHẦN GIẢI PHÁP DOANH NGHIỆP MCI SOLUTIONS,"['Có kinh nghiệm viết API Restful với Python Django sử dụng Restful Framework\nNắm vững kiến thức cơ sở dữ liệu quan hệ MySQL\nCó kinh nghiệm làm việc với ORM,...\nCó kinh nghiệm làm việc, thiết kế hệ thống microservice với hiệu suất và khả năng mở rộng cao.\nNắm vững kiến thức về CI/CD, Kubernetes, Docker và AWS services\nCó kinh nghiệm viết unit-test sử dụng Jest, Jasmine, Mocha, ...\nViết tài liệu API với công cụ như Swagger...\nKỹ năng làm việc với Git\nNếu biết thêm NodeJS là 1 lợi thế']",3 - 6 triệu,"- Hà Nội: 23 Lê Văn Lương, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/fsV3H3wIMbcoD498682zpgEIFmCPYk0j_1704794190____6c8cd6902def713dba24ae7422b2a3b0.png,https://www.topcv.vn/viec-lam/python-django-backend-intern-parttime/1296973.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Lập Trình Viên Backend,CÔNG TY CỔ PHẦN CÔNG NGHỆ & DỊCH VỤ Y TẾ SỐ MED-ON,"['Tốt nghiệp đại học, cao đẳng hệ chính quy các chuyên ngành CNTT, Khoa học máy tính, Hệ thống thông tin.\nKinh nghiệm tối thiểu 02 năm ở vị trí tương đương\nSử dụng thành thạo C# hoặc Java\nCó kinh nghiệm tích hợp các SOAP/REST API, Web service, thư viện trong quá trình phát triển ứng dụng.\nCó kiến thức về cấu trúc dữ liệu, giải thuật, lập trình hướng đối tượng.\nThành thạo sử dụng Git để quản lý mã nguồn.\nCó kinh nghiệm sử dụng và làm việc với các hệ quản trị CSDL như Postgre, MySQL, Maria DB, MS SQL là một lợi thế.\nCó kinh nghiệm sử dụng kubernetes và docker là một lợi thế.']",15 - 25 triệu,"- Hà Nội: Tầng 3, Tòa nhà 270 Thụy Khuê, Tây Hồ",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/6VJp3yUTlBSWLqfvGzPYCI1qtDiO7uBs_1657703488____632b711d238c410bd152d5c37120ec48.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend/1244870.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Backend Developer (Java),CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ GOBIZ,"['Có kinh nghiệm thiết kế hướng đối tượng và các design pattern phổ biến.\nCó tư duy tốt, hiểu biết về thuật toán và các cấu trúc dữ liệu thường dùng.\nCó kinh nghiệm cứng sử dụng các framework java như Spring, JPA/Hibernate,... hoặc tương đương trong dự án thực tế từ 2 năm.\nCó kinh nghiệm sử dụng, tối ưu và thiết kế CSDL sử dụng một trong các hệ quản trị CSDL như Oracle, PostgreSQL, MySQL...\nCó hiểu biết cơ bản về các CSDL NoSQL như Redis, MongoDB.\nCó kiến thức về bảo mật ứng dụng.\nCó hiểu biết về functional programming là một lợi thế.\nCó kinh nghiệm với các hệ thống phân tán, các kỹ thuật caching là một lợi thế.\nCó khả năng độc lập nghiên cứu, độc lập làm việc.\nCó kinh nghiệm sử dụng source control như git.\nCó thể sử dụng Linux/Unix và triển khai được các ứng dụng trên server Linux là một lợi thế.\nTrung thực, thẳng thắn, có trách nhiệm, chủ động trong công việc.\nSẵn sàng đối mặt với thử thách để vượt qua giới hạn bản thân.']",15 - 40 triệu,"- Hà Nội: toà Viglacera, số 1 đại lộ Thăng Long, Nam Từ Liêm, Hà Nội, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/0ebf3f6545d6e4f75752c4750809b81d-6299d482b8463.jpg,https://www.topcv.vn/viec-lam/backend-developer-java/1239867.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Backend Developer,CÔNG TY TNHH BRICKMATE GROUP VIETNAM,"['Backend (Open to Fullstack):\nGood candidate for QC Engineer position should have the following qualifications\n3+ years of experience working in software testing.\nGood skill in writing test cases.\nAbility to manage multiple assigned tasks, strong organizational skills with great attention to detail.\nKnowledge of software testing, especially in testing techniques and testing mythologies.\nExperience in testing web applications and mobile testing on several browsers and mobile platforms.\nMUST have experience in test Web Services, API using tools like Postman\nExperienced with Blockchain is a plus.\nExperienced in end-to-end automation testing is a plus.\nBe able to speak English (Fluent is a plus)']",Thoả thuận,"Hồ Chí Minh: 19 Cao Thắng, phường 2, quận 3, Quận 3",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/Yf5vTxhaTOkVH4KckAqePT3UmQTHCwtq_1705997143____f0b3db9d997e03e27d7db04ce3b16e76.jpg,https://www.topcv.vn/viec-lam/backend-developer/1239286.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Backend Developer (PHP),Lampart,"['• Vui lòng chú ý kiểm tra Inbox và cả Spam mail để nhận phản hồi từ Lampart nhé.\n• Ứng viên vui lòng cập nhật và gửi 2 CV (Tiếng Anh và Tiếng Việt) để được xử lý nhanh chóng.\nYêu cầu kỹ thuật:\nTốt nghiệp các ngành Khoa học máy tính, công nghệ thông tin, ...\nKinh nghiệm 1 - 5 năm (tuỳ theo level) trong việc phát triển ứng dụng web, lập trình back end bằng ngôn ngữ PHP.\n· Framework Lavarel, CodeIgniter, CakePHP, Zend, ...\n· JavaScript và JS Frameworks (jQuery, AngularJS, Vuejs...).\n· MySQL và thiết kế Database.\nYêu cầu khác:\nTích cực, chủ động chia sẻ ý kiến, suy nghĩ của bản thân.\nKỹ năng làm việc nhóm và giao tiếp tốt.\nKỹ năng quản lý thời gian.\nKỹ năng giải quyết vấn đề.\nLợi thế:\nCó kinh nghiệm về phát triển ứng dụng di động là một lợi thế.\nTừng làm việc hoặc yêu thích môi trường Nhật Bản là một điểm cộng.\nKỹ năng tạo & tổng hợp báo cáo tốt.\nKỹ năng tiếp cận và học hỏi công nghệ mới nhanh chóng.\nKiên trì, không từ bỏ khi gặp khó khăn – “Không gì là không thể”.']",Thoả thuận,"- Hồ Chí Minh: An Phú Plaza, 117-119 Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/lampart-5dfb420d79b42.jpg,https://www.topcv.vn/viec-lam/backend-developer-php/1278296.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Lập Trình Viên Java Backend,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN SMAC VIỆT NAM,"['- Tốt nghiệp đại học chính quy về Công nghệ thông tin\n- Kinh nghiệm làm việc: không có yêu cầu bắt buộc - Thành thạo Java core.\n- Nắm vững các công nghệ Web service (SOAP, RESTfull, JSON), Database (SQL, Oracle)\n- Có kiến thức lập trình ít nhất một trong các ngôn ngữ sau:\n\uf0a7 Oracle SQL, PL/SQL\n\uf0a7 JavaScript\n\uf0a7 Java, J2EE\n- Có khả năng làm việc dưới áp lực cao\n- Có thể đi công tác\n- Ưu tiên có kinh nghiệm trong lĩnh vực phần mềm viễn thông, tài chính\n- Có khả năng làm việc độc lập và theo nhóm\n- Đọc hiểu tài liệu Tiếng Anh chuyên ngành.']",Thoả thuận,"- Hà Nội: Số 39 ven hồ Hạ Đình, Hạ Đình, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/5be0f191eb3954a8bc4d651aea6586f9-6372198532748.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-backend/872813.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Lập Trình Viên Back-End (NestJS) 2 Năm Kinh Nghiệm (Lương 20-30 Triệu),Công ty TNHH The Human,['- Kinh nghiệm ít nhất 2 năm với NestJS.\n- Hiểu biết về Node.js và các framework liên quan.\n- Kỹ năng làm việc nhóm tốt.\n- Kinh nghiệm với cơ sở dữ liệu SQL và NoSQL.\n- Kỹ năng giao tiếp và làm việc nhóm tốt.\n- Ưu tiên có kinh nghiệm với các dự án về logistic hoặc hệ thống quản lý chuỗi cung ứng.'],20 - 30 triệu,"- Hà Nội: Tòa Comatce, 61 Ngụy Như Kon Tum, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-the-human-60c3136f4aea2.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end-nestjs-2-nam-kinh-nghiem-luong-20-30-trieu/1278060.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Lập Trình Viên Back-End,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,"['Tốt nghiệp ĐH/CĐ trở lên, ưu tiên chuyên ngành CNTT hoặc chuyên ngành khác có liên quan;\nCó tối thiểu 2 năm kinh nghiệm ở vị trí tương đương\nTốt nghiệp chuyên ngành Công nghệ thông tin, Khoa học máy tính, Toán tin... hoặc chuyên ngành khác có liên quan\nCó kiến thức cơ bản về lập trình WEB (PHP / HTML / CSS / JAVASCRIPT).\nHiểu biết về MVC Framework\nCó kiến thức về các hệ quản trị cơ sở dữ liệu, nhất là NoSQL (MongoDB), Solr, nếu chưa biết sẽ được đào tạo.\nĐảm bảo nghiêm túc giờ giấc theo giờ hành chính.']",8 - 20 triệu,"- Hà Nội: Xuân La, Tây Hồ",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-truyen-thong-van-hoa-viet-5e7c501d0e2fe.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end/716074.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Back-End Developer,CÔNG TY TNHH GIANTY VIỆT NAM,"[""What we are looking for\nBachelor's degree in Computer Science or a related field\nAt least 2+ years experience in Java/Kotlin development\nExperienced with J2EE and similar technologies like Spring\nStrong knowledge of OOP/ Design pattern\nExperienced with system integrations and APIs\nExperienced with Apache, Tomcat or Nginx\nStrong Linux/Unix skills\nProficient in at least one database management system such as Oracle, MySQL\nExperienced with AWS is a plus\nProven skills in creating high scalable system designs is a plus""]",Thoả thuận,- Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/SubnILBhYIl9AcIo95s01sPWSE7CpmND_1649819728____274da5e40ac21e310c24b9d49267d243.png,https://www.topcv.vn/viec-lam/back-end-developer/1085586.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Lập Trình Viên Back-End,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ CÔNG NGHỆ NAM LONG,"['- Có kinh nghiệm với ngôn ngữ C# .Net Core, SQL Server.\n- Có kinh nghiệm làm việc với CSDL: SQL, MySQL.\n- Có hiểu biết về Windown Server, IIS, Swagger.\n- Có kinh nghiệm quản lý team là lợi thế']",Thoả thuận,"- Hồ Chí Minh: 43 Hồ Văn Huê, Phường 9, Quận Phú Nhuận, TP HCM, Phú Nhuận",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/1lpQKQjxInNAGKTXQ5u0fezJ4XfOAMWe_1653467726____f00251bd17cb845035601b0076dc1cf8.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end/404446.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Thực Tập Sinh Backend,Công ty cổ phần phương tiện điện thông minh Selex,"['- Sinh viên năm cuối Đại học các chuyên ngành ngành công nghệ thông tin, toán tin, điện tử viễn thông, cơ điện tử, vật lý kỹ thuật và các ngành có liên quan, còn ít nhất 01 kỳ học hoặc 6 tháng trước khi tốt nghiệp. Đối với các sinh viên không thuộc diện này vẫn có thể nộp đơn tham gia thực tập bình thường ở công ty. (Chương trình chỉ nhận các bạn hiện đang là sinh viên).\n- Hiểu biết ít nhất 1 trong các ngôn ngữ: Java, Python,NodeJs ...\n- Có hiểu biết về các database: PostgreSQL, MySQL, MongoDB\n- Có kiến thức tốt về an toàn, bảo mật thông tin\n- Sử dụng tốt công cụ version control GIT\n- Có khả năng đưa ra giải pháp và học hỏi nhanh.\n- Làm khóa luận tốt nghiệp là các nội dung công việc tại công ty.\n- Luôn nỗ lực hết mình để hoàn thành chương trình, trong đó bao gồm ít nhất 1 năm sau khi tốt nghiệp đại học.\n- Trong trường hợp ứng viên tự ý bỏ chương trình mà không có sự đồng ý của công ty, ứng viên phải có trách nhiệm hoàn trả toàn bộ chi phí đào tạo cho công ty. Mức phí đào tạo sẽ được trao đổi với ứng viên trước khi ký cam kết tham gia chương trình.\n- Thời gian làm việc: tối thiểu 08 buổi/tuần']",Thoả thuận,- Hà Nội: Cầu Giấy,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/Fc8C9LrMU3idHlNCz9x0XZItlxr0htge_1679045179____7682197ef5587b9b7fc4fb0ce7eb30c1.jpg,https://www.topcv.vn/viec-lam/thuc-tap-sinh-backend/1211486.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Lập Trình Backend Developer (NodeJs),CÔNG TY CỔ PHẦN NĂNG LƯỢNG SAMURAI,"['- Ít nhất 2 năm kinh nghiệm sử dụng Node.js và framework phổ biến như Express.js hay Nest.js\n- Kinh nghiệm sử dụng MySQL, PostgreSQL, MongoDB, Redis, Elasticsearch\n- Hiểu rõ về kiến trúc phần mềm và design pattern, cũng như mô hình MVC và Mircservices.\n- Thuần thục trong việc sử dụng Git và Gitflow.\n- Năng động sáng tạo và có khả năng làm việc độc lập với cường độ cao.\n- Ưu tiên đã từng làm việc trong dự án về thương mại điện tử.\n- Kinh nghiệm trong CI/CD pipelines và AWS.']",10 - 15 triệu,"- Hồ Chí Minh: 136A Bùi Văn Ba , Tân Thuận Đông, Quận 7",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/9044c74f5f5e041542cf0346eab17d20-65efafe268a53.jpg,https://www.topcv.vn/viec-lam/lap-trinh-backend-developer-nodejs/1295990.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Backend Developer (.Net/ C++/ C#),CÔNG TY CỔ PHẦN CHỨNG KHOÁN MIRAE ASSET (VIỆT NAM),"['• Có ít nhất 1 năm kinh nghiệm làm việc với .Net/C++/C#, Visual Basic\n• Có kinh nghiệm làm việc với các loại cơ sỡ dữ liệu như MySQL, oracle ..\n• Có hiểu biết về các giao thức kết nối API như RESTFUL, TCP\n• Có kinh nghiệm làm việc trên môi trường Linux và sử dụng Docker.\n• Đã từng làm việc tại vị trí phát triển core của các ngành tài chính là lợi thế.\n• Tốt nghiệp Trung cấp trở lên\n• Ưu tiên ứng viên có kiến thức về chứng khoán hay tài chính, ngân hàng,...']",Thoả thuận,"- Hồ Chí Minh: 3C Tôn Đức Thắng, Bến Nghé, Quận 1",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/boGi4OCYwxVzZ2LHwgBePiNkQe9KW7lt_1699607293____dfb77f56015130c2b91bb17c6434d84f.jpg,https://www.topcv.vn/viec-lam/backend-developer-net-c-c/1295594.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG VNLINK,"['Đối với ứng viên Junior:\nTốt nghiệp Đại học, Cao đẳng chuyên ngành Công nghệ thông tin hoặc có chứng chỉ lập trình viên tương đương (Aptech Greenwich, ..etc).\nThông thạo 1 trong các ngôn ngữ Backend: Java, Python, PHP, JS...\nSử dụng 1 trong các framework tương ứng: EJB, Spring, Django, Laravel, Expressjs..\nCó kiến thức tốt về 1 trong các database: Oracle, PostgreSQL, SQLServer, Mongodb,..\nThông thạo Git\nCó kinh nghiệm xây dựng Restful API\nChủ động, cẩn thận, yêu thích lập trình và sẵn sàng học hỏi các công nghệ mới.\nTiếng Anh đọc hiểu\nĐối với ứng viên Senior:\nBao gồm các yêu cầu về level Junior, các kĩ năng công nghệ ở mức thông thạo\nCó kiến thức về caching, networking\nTối thiểu 3 năm làm về các dự án Backend\nCó kinh nghiệp sử dụng Cloud, Docker, Kubernetes,..\nCó kiến thức tốt về hệ thống, cải thiện và tối ưu hệ thống']","1,000 - 1,500 USD","- Hà Nội: 10-12 Trần Tử Bình, Nghĩa Tân, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/8xPO6dI29yaSRUMh6TsMYrafpyuqL2fH_1679017845____eb7e5f83f40981cd0706ede43efb0e41.png,https://www.topcv.vn/viec-lam/backend-developer/1296031.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
Back End Developer (Java),LTV SOFTWARE COMPANY LIMITED,"['- Proficiency in Java frameworks: Spring (Spring MVC, Spring Boot, Spring Security), Hibernate.\n- Have experience as a Java Developer with expertise in building Microservices architecture ( Junior 2 years + )\n- Demonstrated ability to design resilient APIs.\n- Have good knowledge about PostgreSQL databases\n- Hands-on experience with Kafka for building event-driven architectures and message queues.\n- Good English communication\n- Excellent problem-solving skills and attention to detail.\n- Ability to work independently as well as collaborate effectively within a team.\nPreferred Skills:\n- Familiarity with Agile methodologies such as Scrum.\n- Knowledge of DevOps practices, including experience with Cloud, CI/CD, Containers, Docker, and Kubernetes.\n- Proficiency in using development IDEs (IntelliJ, VSCode) and source code management tools (Git).']","Tới 1,000 USD",- Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/fKYQtKnR2vNjHsEvDrbTmSuxSOwHhd08_1712633225____ccb5f9cd93f8a5d00e396873fa742970.png,https://www.topcv.vn/viec-lam/back-end-developer-java/1295877.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1NZgU6DkxZH4klN1gptNP3uGJJb8wFyE8eAEKRGS_1713600285
