Title,Company,Requirement,Salary,technical_skills,location,worktime,img_link,url
QA Engineer,ONE Tech Stop Vietnam,None,Negotiable,"['Tester', 'QA', 'QC', 'Test', 'Plan', 'Git', 'Integration', 'Testing', 'Selenium', 'Automation', 'Testing', 'Test', 'Case', 'Postman', 'SoapUI', 'Specflow', 'E2E', 'Testing', 'Gherkin']","Hải Châu, Đà Nẵng",Full Time,https://www.itjobs.com.vn/upload/Employer/ONE-Tech-Stop-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81568/qa-engineer
PHP Developer,Ambition Vietnam,None,Negotiable,"['PHP', 'Laravel', 'JavaScript', 'jQuery', 'HTML5', 'CSS3', 'Bootstrap', 'MySQL', 'Jira', 'Git', 'Unit', 'testing', 'SCSS', 'VueJS', 'SQL', 'Query', 'ClickUp']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Ambition%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81560/php-developer
Sr. Fullstack/Lead Backend,SiliconPrime Labs,"['Hands-on experience with software development and system administration', '5+ years of software engineering experience, including solid understanding of standard data structures and algorithms', 'Good understanding of enterprise service bus (ESB) platforms, NodeJS', 'Experience with database design and data modeling', 'Extensive knowledge of the software development process and corresponding technologies', 'Excellent understanding of design patterns and architectural styles', 'Proficient knowledge of the operation and development designs of agile software', 'Strong soft skills, including attention to detail, problem-solving and communication skills', 'Good knowledge of cloud computing, CI/CD deployment', 'Demonstrated experience in B2B mobile application development for large enterprises', 'Proficient understanding of build tools and code versioning tools, such as Git/SVN', 'Good understanding of browser rendering behavior and performance', 'Demonstrated understanding of asynchronous request handling, partial page updates, and AJAX', 'Ability to review specifications documents and provide technical inputs on successfully implementing business solutions', 'Good understanding of browser development tools and performance optimization', 'Ability to work independently or with a team and lead a project to completion', 'Self-motivated with outstanding interpersonal skills, strong work ethic, and excellent communication and presentation skills']",Negotiable,"['JavaScript', 'NodeJS', 'ESB', 'Algorithm', 'Ajax', 'Git', 'Design', 'Patterns', 'SVN', 'Data', 'Structure', 'CI/CD']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/SiliconPrime-Labs-logo.jpg,https://www.itjobs.com.vn/en/job/81561/sr.-fullstack-lead-backend
System Engineer,SkyLab,"[""Bachelor's degree in Computer Science, Information Technology, or a related field"", 'Minimum of 5 years of relevant experience in Linux system administration and distributions, including RedHat, CentOS, Debian, etc', '3 to 5 years of scripting experience with Python, Ruby, Perl, or other automation tools', 'Knowledged with Cloud technologies and Public cloud such as Red Hat, SuSE, OpenShift, AWS, Mesos, Azure/Azure Pack', 'Experience for setup Hardware, Switch, System Infra and  Virtualization ( VMware, Proxmox', 'Knowledge of networking, virtualization, and storage technologies', 'Solid understanding of protocols such as DNS, HTTP, LDAP, SMTP, and SNMP', 'Experience in SAN, NAS, Storage operations, backup operations, and virtualization software', 'Additional Linux certifications (RHCT, RHCE, and LPIC) will be considered an advantage', 'Working in Agile, DevOps practices, and ITIL processes will be considered an advantage', 'Experience installing, configuring, and maintaining services such as Bind, Apache, MySQL, nginx, etc', 'Strong grasp of configuration management tools, including Puppet, Chef, and Ansible', 'Familiarity with best practices and techniques to maintain and enhance information security', 'Expertise in complex software configuration for common and specialized software', 'Experience in monitoring End User Computing operations and providing metrics', 'Tech-savvy with a passion for learning new technology and tools', 'Customer-focused with excellent communication and problem-solving skills', 'Ability to communicate effectively at all levels within the organization', 'Strong prioritization, organizational, and time-management skills', 'Ability to work independently and in a team environment', 'Ability to work in a fast-paced, dynamic environment', 'Strong commitment to continuous learning and professional development', 'Willingness to travel for the new deployment of systems in the other countries']",Negotiable,"['System', 'Administration', 'Linux', 'Redhat', 'CentOS', 'DNS', 'MySQL', 'Python', 'Perl', 'Ruby', 'on', 'Rails', 'HTTP', 'VMware', 'SMTP', 'Debian', 'LDAP', 'SNMP', 'Nginx', 'Puppet', 'Chef', 'NAS', 'SAN', 'MS', 'Azure', 'OpenShift', 'AWS', 'Apache', 'Mesos', 'Proxmox', 'LPIC', 'DevOps', 'Apache', 'Ansible']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/SkyLab-logo.jpg,https://www.itjobs.com.vn/en/job/81562/system-engineer
DevOps Engineer,SkyLab,"['Required', 'Ability to construct and maintain network, server, and application', 'Significant experience with Linux operating system environments', 'Excellent problem-solving and troubleshooting skills', 'Knowledge of best practices and IT operations in an always-up, always-available service, automation of deployment', 'Practical cloud experience with Azure and AWS', 'Practical experience with Docker containerization and Kubernetes', 'Good knowledge of design patterns, system architecture, and best practices', 'Good understanding of TCP/IP, UDP, HTTP, SSL/TLS, SSH, SFTP, RTSP, load balancing and DNS', 'Understanding of CVEs across OS distributions and 3rd party application and their remediation actions', 'Working knowledge of software development methodologies', 'Practical experiences with virtualization technologies and proficient in usage of hypervisors such as Proxmox', 'Preferred', 'Ability to perform under pressure', 'Ability to programming in Shell/Perl/Ansible and Python/Golang', 'Experience administrating and deploying development CI/CD tools such as Git, Jira or Jenkins', 'Previous experience with high-performance and high-availability technologies', 'Enthusiasm for open-source contribution', 'Passion to improve processes and practices']",Negotiable,"['DevOps', 'Linux', 'MS', 'Azure', 'DNS', 'Jira', 'Python', 'Git', 'Perl', 'Shell', 'Script', 'HTTP', 'Design', 'Patterns', 'TCP/IP', 'SSH', 'Jenkins', 'SFTP', 'Docker', 'Ansible', 'Golang', 'AWS', 'Kubernetes', 'UDP', 'SSL/TLS', 'RTSP', 'CI/CD']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/SkyLab-logo.jpg,https://www.itjobs.com.vn/en/job/81563/devops-engineer
Senior Java Developer,Simpson Strong-Tie Vietnam,"['If you can do everything listed above, you’ve got what it takes. Perhaps some of the following would be helpful too', 'B.S. Degree in Information Technology/Computer Science or equivalent', 'From 2 - 4 years of hands-on experience in Software Development, especially developing large-scale and complex business systems', 'Good English communication skill (both verbal and non-verbal', 'Hands-on experience in using Java technologies; and building API for modern web application', 'Experience on Microservice structure', 'Experience in Spring stack(Spring Core, Spring Boot, Spring Data, Spring Security', 'Good knowledge of OOP', 'Good knowledge of RESTful API, gRPC', 'Experience with testing frameworks such as unit testing, mock testing, and automation testing', 'Be familiar with using non-relational database design (Mongodb, Redis', 'Possess interest in new development opportunities and be eager to explore new technologies', 'Flexibility to adapt to changing instructions and requirements with high sense of commitment', 'Ability to work independently as well as be proactive result-oriented team player', 'Strong communication skills to effectively collaborate with other developers and relevant partners']",Negotiable,"['Java', 'Spring', 'Spring', 'Core', 'OOP', 'Unit', 'testing', 'MongoDB', 'Mock', 'Test', 'Automation', 'Testing', 'API', 'Redis', 'Microservices', 'RESTful', 'API', 'gRPC', 'Spring', 'Data', 'Spring', 'Security']","Tân Bình, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Simpson-Strong-Tie-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81564/senior-java-developer
Senior Embedded C/C++ Software Engineers,Luxoft Vietnam,"['4+ years of working experience in Automotive or relevant domains (Embedded, etc', 'Degree/Masters in Computer Science/Engineering/Electronic, or a related discipline, preferably with specialization or related experience in development for embedded systems', 'Analysis and Design experience for Embedded SW', 'Advanced programming skills in Embedded C/C', 'Experience in unit testing and integration testing', 'Good understanding of real-time system architecture/design', 'Experience of HW related SW development using microcontrollers, HW boards, PCBs', 'Experience in embedded development tools (emulators, analyzers, oscilloscopes, etc', 'Experience with software configuration management tools / version control tools', 'Customer-oriented and committed to work systematically under tight schedules', 'Able to learn and work independently and within a team expectation', 'Good written and oral communication skills', 'Nice-to-Have Skills', 'Having AUTOSAR experience is big plus', 'Experience with CAN', 'Experience on driver development', 'Experience in Telematics know how and development', 'Experience with OSEK operating system', 'Experience and understands Rhapsody Design Modeling']",Negotiable,"['C', 'C++', 'Unit', 'testing', 'PCB', 'Layout', 'Integration', 'Testing']","Tan Binh, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Luxoft-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81389/senior-embedded-c-c-software-engineers
Android Developer,Citigo Software - Kiotviet.vn HN,None,Negotiable,"['Android', 'Kotlin', 'Java', 'OOP', 'MVVM', 'MVP', 'SOLID', 'New', 'Relic', 'Firebase', 'Clean', 'Architecture', 'Coroutines']","Hoàn Kiếm, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Citigo%20Software%20-%20Kiotviet.vn%20HN-logo.jpg,https://www.itjobs.com.vn/en/job/81390/android-developer
ReactJS Developer,Titan DMS,"['At least 2 year of experience as ReactJS developer or similar roles', 'Experience with HTML.CSS3 & JavaScript', 'Experience with React libraries such as React Router, React Bootstrap, Material UI, or Ant Design', 'Experience with testing tools such as Jest, Enzyme, Cypress, or React Testing Library', 'Experience with API integration through web services', 'Working experience with Microsoft SQL Server, SQL queries', 'Have experience in mobile application development using React Native', 'Experience with UI frameworks, such as React Native Paper or NativeBase', 'Ability to participate in code reviews and be able to work autonomously and as part of a team', 'Communication level in English (Written & Verbal', 'Additional attribute (Preferred not required', 'Working experience in ERP type systems, Accounting or Retail POS systems etc', 'Experience with workflow based systems', 'Experience in Agile Development methodologies', 'Experience with Cloud Services (AWS, Azure, GCP etc']",Negotiable,"['JavaScript', 'ReactJS', 'HTML', 'CSS3', 'MS', 'SQL', 'React', 'Native', 'Enzyme', 'Jest', 'Ant', 'Design', 'React', 'Router', 'Cypress', 'SQL', 'Query', 'Material', 'UI']","Quận 11, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Titan%20DMS-logo.jpg,https://www.itjobs.com.vn/en/job/81391/reactjs-developer
Cloud DevOps Engineer,Personify,"['General requirements', 'Intermediate level of written/spoken English', 'Strong in problem-solving and a quick learner', 'Ability to handle multiple tasks simultaneously and meet tight deadlines', 'Good experience in end-to-end quality software development process, Scrum, JIRA, Git (GitLab/GitHub), and Agile methodology', 'Proven leadership skills and ability to work independently and as part of a team', 'Technical qualifications', ""Bachelor's degree in Computer Science, Engineering, or related field"", '8+ years of experience in a DevOps Engineer role or similar', 'Strong background in Linux/Unix administration', 'Strong proficiency in cloud computing platforms such as AWS, Azure, or GCP', 'Strong knowledge of containerization and orchestration tools such as Docker, Kubernetes, or ECS', 'Strong experience with CI/CD tools such as Jenkins, GitLab CI/CD, or CircleCI', 'Strong experience with a variety of open-source technologies and cloud services', 'Proficiency in scripting languages such as Python, Shell, or PowerShell', 'Proficient with code versioning tools, such as Git', 'Experience with databases, SQL and NoSQL (e.g., MySQL, PostgreSQL, MongoDB', 'Experience with configuration management tools such as Ansible, Puppet, Chef, or an equivalent', 'Knowledge of networking concepts and protocols', 'Certifications such as AWS Certified DevOps Engineer, Azure DevOps Engineer Expert, or Google Professional Cloud DevOps Engineer are a plus']",Negotiable,"['DevOps', 'Linux', 'Unix', 'PowerShell', 'PostgreSQL', 'MySQL', 'Python', 'MongoDB', 'Shell', 'Script', 'Jenkins', 'Puppet', 'Docker', 'Chef', 'MS', 'Azure', 'Ansible', 'AWS', 'Kubernetes', 'GitlabCI', 'GCP', 'CircleCI', 'Amazon', 'ECS', 'CI/CD']","Tan Binh, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Personify-logo.jpg,https://www.itjobs.com.vn/en/job/81367/cloud-devops-engineer
Python Developer,Infodation Vietnam,"['What we expect from you', 'Is this you', 'Non-negotiable prerequisites', 'Python skills: Strong grasp of object oriented, functional, and procedural programming concepts; 2+ years of Python coding experience', 'Undergraduate or higher background in Computer science or similar technical field', 'A keen interest in finance/ cashflow', 'Experience with a web framework like Flask, Django or FastAPI', 'Experience with SQL, GIT', 'Nice to have knowledge of Docker, Google Cloud']",Negotiable,"['Python', 'Flask', 'Django', 'Git', 'MS', 'SQL', 'Docker', 'GCP', 'FastAPI']","Nha Trang, Khánh Hòa",Full Time,https://www.itjobs.com.vn/upload/Employer/Infodation-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81368/python-developer
Quality Assurance Engineer,Shopee,"['At least 1 year of experience in both manual and automated software testing', 'Strong in functional/non-functional testing', 'Test techniques, including Equivalence Partitioning, Boundary Value Analysis, Decision Tables, and the ability to generate test cases from use cases', 'Ad hoc testing skills', 'Experience in Performance and Security testing is a plus', 'Experience in web, mobile testing, and API testing', 'Able to perform all phases of the testing process (requirements analysis, test plans, test cases, test reports, etc', 'Programming experience in one of the following languages: Python, Java, JavaScript', 'Familiar with automated testing tools and frameworks for client-server applications is a plus', 'Experience in writing code to test UIs, APIs, and front-end systems is a plus', 'Experience in technical problem-solving, root cause analysis, and data gathering, analysis, and reporting within a system/software quality assurance discipline', 'Possession of strong analytical skills, with excellent problem-solving abilities', 'Understanding of Scrum software development methodology with practices, including continuous integration and TDD', 'Quick learning of new techniques and technologies']",Negotiable,"['Tester', 'QA', 'QC', 'Manual', 'Testing', 'Java', 'JavaScript', 'Python', 'Test', 'Plan', 'TDD', 'Performance', 'Testing', 'Automation', 'Testing', 'Test', 'report', 'Test', 'Case', 'Mobile', 'Testing', 'CI', 'API', 'Testing', 'Security', 'Testing', 'Web', 'Testing']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Shopee-logo.jpg,https://www.itjobs.com.vn/en/job/81369/quality-assurance-engineer
Business Analyst,VNPT EPAY,None,Negotiable,"['BA', 'Jira']","Từ Liêm, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/VNPT-EPAY-logo.jpg,https://www.itjobs.com.vn/en/job/81370/business-analyst
C# Backend Engineer,Playstudios,"[""3 - 5 years' experience building Web API using C"", 'Knowledge of F# or any functional language is a big plus', 'Good command of English - written and spoken', 'Ability to be productive in legacy tech stacks', 'Experience with LINQ, functional programming, or the use of first-class functions', 'Thorough understanding of HTTP technologies and REST/JSON interfaces', 'Extensive experience working with both SQL and NoSQL databases as a developer', 'Ability to work with legacy code bases a must', 'Ability to work with a high level of autonomy', 'The ability to distinguish when it is and isn’t appropriate to refactor', 'Excellent communication and organization skills', 'Proven ability to build high-quality products', 'BS in Computer Science or similar', 'Additional Notes: You may be expected to complete a test as a part of the interviewing procedure']",Negotiable,"['C#', 'Web', 'API', 'Linq', 'JSON', 'REST', 'HTTP', 'NoSQL', 'MS', 'SQL']","Ba Đình, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Playstudios-logo.jpg,https://www.itjobs.com.vn/en/job/81371/c-backend-engineer
Back-End Developer,LOTTE Data Communication HN,"['The following basic qualifications are required, but anyone who wants to challenge new skills and work experience can apply', 'Graduate from IT University or similar', '3+ years of work experience on Backend systems or Java applications', 'Experience in Java developing language (Java Core, Spring, Hibernate, ...) or JavaScript/Node.JS', 'Experience in OOP/OOD, MVC', 'Experience in Design Patterns, Database concepts, Data Structure, Algorithms, and Distributed Services', 'Beginners of C/C++/Pro*C will be on job training', 'Welcome candidates having experience working in bank system', 'Enthusiastic working attitude']",Up to 1700,"['Java', 'Core', 'Java', 'Spring', 'JavaScript', 'C++', 'Algorithm', 'Hibernate', 'MVC', 'C', 'OOP', 'Design', 'Patterns', 'NodeJS', 'Pro*C', 'OOD', 'Data', 'Structure']","Ba Đình, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/LOTTE-Data-Communication-HN-logo.jpg,https://www.itjobs.com.vn/en/job/81372/back-end-developer
Senior Front-end Developer,CubicStack Solutions,"['Familiar with GIT, Jira tools', 'Familiar with Agile/scrum process', 'Having passion of building UX, UI', 'Self management and open-minded are highly encouraged', '4+ years of experience in development of various complex systems Strong Frontend skills', 'Having a solid knowledge of modern web development technologies', 'Proficient in NextJS/ReactJS + Redux, be strong in Javascript/CSS', 'Be strong in MaterialUI or other similar UI frameworks', 'Deep understanding about RESTful API, Database technologies: MongoDB, Mysql, Redis', 'Working experience with React Native', 'Working experience with SEO', 'Nice to Haves', 'Good English fluency and communication skills is a plus', 'Strong mindset of working for a product', 'Eagerness to learn and apply new technologies', 'Coaching other members', 'Scripting (nodejs, bash', 'Design tools (Photoshop, Figma']",Negotiable,"['JavaScript', 'ReactJS', 'NextJS', 'CSS', 'MySQL', 'Jira', 'Git', 'MongoDB', 'SEO', 'Redis', 'React', 'Native', 'Redux', 'RESTful', 'API', 'Material', 'UI']","Quận 10, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/CubicStack-Solutions-logo.jpg,https://www.itjobs.com.vn/en/job/81373/senior-front-end-developer
Senior Embedded C/C++ Software Engineers,Luxoft Vietnam,"['4+ years of working experience in Automotive or relevant domains (Embedded, etc', 'Degree/Masters in Computer Science/Engineering/Electronic, or a related discipline, preferably with specialization or related experience in development for embedded systems', 'Analysis and Design experience for Embedded SW', 'Advanced programming skills in Embedded C/C', 'Experience in unit testing and integration testing', 'Good understanding of real-time system architecture/design', 'Experience of HW related SW development using microcontrollers, HW boards, PCBs', 'Experience in embedded development tools (emulators, analyzers, oscilloscopes, etc', 'Experience with software configuration management tools / version control tools', 'Customer-oriented and committed to work systematically under tight schedules', 'Able to learn and work independently and within a team expectation', 'Good written and oral communication skills', 'Nice-to-Have Skills', 'Having AUTOSAR experience is big plus', 'Experience with CAN', 'Experience on driver development', 'Experience in Telematics know how and development', 'Experience with OSEK operating system', 'Experience and understands Rhapsody Design Modeling']",Negotiable,"['C', 'C++', 'Unit', 'testing', 'PCB', 'Layout', 'Integration', 'Testing']","Tan Binh, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Luxoft-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81389/senior-embedded-c-c-software-engineers
Android Developer,Citigo Software - Kiotviet.vn HN,None,Negotiable,"['Android', 'Kotlin', 'Java', 'OOP', 'MVVM', 'MVP', 'SOLID', 'New', 'Relic', 'Firebase', 'Clean', 'Architecture', 'Coroutines']","Hoàn Kiếm, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Citigo%20Software%20-%20Kiotviet.vn%20HN-logo.jpg,https://www.itjobs.com.vn/en/job/81390/android-developer
ReactJS Developer,Titan DMS,"['At least 2 year of experience as ReactJS developer or similar roles', 'Experience with HTML.CSS3 & JavaScript', 'Experience with React libraries such as React Router, React Bootstrap, Material UI, or Ant Design', 'Experience with testing tools such as Jest, Enzyme, Cypress, or React Testing Library', 'Experience with API integration through web services', 'Working experience with Microsoft SQL Server, SQL queries', 'Have experience in mobile application development using React Native', 'Experience with UI frameworks, such as React Native Paper or NativeBase', 'Ability to participate in code reviews and be able to work autonomously and as part of a team', 'Communication level in English (Written & Verbal', 'Additional attribute (Preferred not required', 'Working experience in ERP type systems, Accounting or Retail POS systems etc', 'Experience with workflow based systems', 'Experience in Agile Development methodologies', 'Experience with Cloud Services (AWS, Azure, GCP etc']",Negotiable,"['JavaScript', 'ReactJS', 'HTML', 'CSS3', 'MS', 'SQL', 'React', 'Native', 'Enzyme', 'Jest', 'Ant', 'Design', 'React', 'Router', 'Cypress', 'SQL', 'Query', 'Material', 'UI']","Quận 11, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Titan%20DMS-logo.jpg,https://www.itjobs.com.vn/en/job/81391/reactjs-developer
Cloud DevOps Engineer,Personify,"['General requirements', 'Intermediate level of written/spoken English', 'Strong in problem-solving and a quick learner', 'Ability to handle multiple tasks simultaneously and meet tight deadlines', 'Good experience in end-to-end quality software development process, Scrum, JIRA, Git (GitLab/GitHub), and Agile methodology', 'Proven leadership skills and ability to work independently and as part of a team', 'Technical qualifications', ""Bachelor's degree in Computer Science, Engineering, or related field"", '8+ years of experience in a DevOps Engineer role or similar', 'Strong background in Linux/Unix administration', 'Strong proficiency in cloud computing platforms such as AWS, Azure, or GCP', 'Strong knowledge of containerization and orchestration tools such as Docker, Kubernetes, or ECS', 'Strong experience with CI/CD tools such as Jenkins, GitLab CI/CD, or CircleCI', 'Strong experience with a variety of open-source technologies and cloud services', 'Proficiency in scripting languages such as Python, Shell, or PowerShell', 'Proficient with code versioning tools, such as Git', 'Experience with databases, SQL and NoSQL (e.g., MySQL, PostgreSQL, MongoDB', 'Experience with configuration management tools such as Ansible, Puppet, Chef, or an equivalent', 'Knowledge of networking concepts and protocols', 'Certifications such as AWS Certified DevOps Engineer, Azure DevOps Engineer Expert, or Google Professional Cloud DevOps Engineer are a plus']",Negotiable,"['DevOps', 'Linux', 'Unix', 'PowerShell', 'PostgreSQL', 'MySQL', 'Python', 'MongoDB', 'Shell', 'Script', 'Jenkins', 'Puppet', 'Docker', 'Chef', 'MS', 'Azure', 'Ansible', 'AWS', 'Kubernetes', 'GitlabCI', 'GCP', 'CircleCI', 'Amazon', 'ECS', 'CI/CD']","Tan Binh, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Personify-logo.jpg,https://www.itjobs.com.vn/en/job/81367/cloud-devops-engineer
Python Developer,Infodation Vietnam,"['What we expect from you', 'Is this you', 'Non-negotiable prerequisites', 'Python skills: Strong grasp of object oriented, functional, and procedural programming concepts; 2+ years of Python coding experience', 'Undergraduate or higher background in Computer science or similar technical field', 'A keen interest in finance/ cashflow', 'Experience with a web framework like Flask, Django or FastAPI', 'Experience with SQL, GIT', 'Nice to have knowledge of Docker, Google Cloud']",Negotiable,"['Python', 'Flask', 'Django', 'Git', 'MS', 'SQL', 'Docker', 'GCP', 'FastAPI']","Nha Trang, Khánh Hòa",Full Time,https://www.itjobs.com.vn/upload/Employer/Infodation-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81368/python-developer
Quality Assurance Engineer,Shopee,"['At least 1 year of experience in both manual and automated software testing', 'Strong in functional/non-functional testing', 'Test techniques, including Equivalence Partitioning, Boundary Value Analysis, Decision Tables, and the ability to generate test cases from use cases', 'Ad hoc testing skills', 'Experience in Performance and Security testing is a plus', 'Experience in web, mobile testing, and API testing', 'Able to perform all phases of the testing process (requirements analysis, test plans, test cases, test reports, etc', 'Programming experience in one of the following languages: Python, Java, JavaScript', 'Familiar with automated testing tools and frameworks for client-server applications is a plus', 'Experience in writing code to test UIs, APIs, and front-end systems is a plus', 'Experience in technical problem-solving, root cause analysis, and data gathering, analysis, and reporting within a system/software quality assurance discipline', 'Possession of strong analytical skills, with excellent problem-solving abilities', 'Understanding of Scrum software development methodology with practices, including continuous integration and TDD', 'Quick learning of new techniques and technologies']",Negotiable,"['Tester', 'QA', 'QC', 'Manual', 'Testing', 'Java', 'JavaScript', 'Python', 'Test', 'Plan', 'TDD', 'Performance', 'Testing', 'Automation', 'Testing', 'Test', 'report', 'Test', 'Case', 'Mobile', 'Testing', 'CI', 'API', 'Testing', 'Security', 'Testing', 'Web', 'Testing']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Shopee-logo.jpg,https://www.itjobs.com.vn/en/job/81369/quality-assurance-engineer
Business Analyst,VNPT EPAY,None,Negotiable,"['BA', 'Jira']","Từ Liêm, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/VNPT-EPAY-logo.jpg,https://www.itjobs.com.vn/en/job/81370/business-analyst
C# Backend Engineer,Playstudios,"[""3 - 5 years' experience building Web API using C"", 'Knowledge of F# or any functional language is a big plus', 'Good command of English - written and spoken', 'Ability to be productive in legacy tech stacks', 'Experience with LINQ, functional programming, or the use of first-class functions', 'Thorough understanding of HTTP technologies and REST/JSON interfaces', 'Extensive experience working with both SQL and NoSQL databases as a developer', 'Ability to work with legacy code bases a must', 'Ability to work with a high level of autonomy', 'The ability to distinguish when it is and isn’t appropriate to refactor', 'Excellent communication and organization skills', 'Proven ability to build high-quality products', 'BS in Computer Science or similar', 'Additional Notes: You may be expected to complete a test as a part of the interviewing procedure']",Negotiable,"['C#', 'Web', 'API', 'Linq', 'JSON', 'REST', 'HTTP', 'NoSQL', 'MS', 'SQL']","Ba Đình, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/Playstudios-logo.jpg,https://www.itjobs.com.vn/en/job/81371/c-backend-engineer
Back-End Developer,LOTTE Data Communication HN,"['The following basic qualifications are required, but anyone who wants to challenge new skills and work experience can apply', 'Graduate from IT University or similar', '3+ years of work experience on Backend systems or Java applications', 'Experience in Java developing language (Java Core, Spring, Hibernate, ...) or JavaScript/Node.JS', 'Experience in OOP/OOD, MVC', 'Experience in Design Patterns, Database concepts, Data Structure, Algorithms, and Distributed Services', 'Beginners of C/C++/Pro*C will be on job training', 'Welcome candidates having experience working in bank system', 'Enthusiastic working attitude']",Up to 1700,"['Java', 'Core', 'Java', 'Spring', 'JavaScript', 'C++', 'Algorithm', 'Hibernate', 'MVC', 'C', 'OOP', 'Design', 'Patterns', 'NodeJS', 'Pro*C', 'OOD', 'Data', 'Structure']","Ba Đình, Hà Nội",Full Time,https://www.itjobs.com.vn/upload/Employer/LOTTE-Data-Communication-HN-logo.jpg,https://www.itjobs.com.vn/en/job/81372/back-end-developer
Senior Front-end Developer,CubicStack Solutions,"['Familiar with GIT, Jira tools', 'Familiar with Agile/scrum process', 'Having passion of building UX, UI', 'Self management and open-minded are highly encouraged', '4+ years of experience in development of various complex systems Strong Frontend skills', 'Having a solid knowledge of modern web development technologies', 'Proficient in NextJS/ReactJS + Redux, be strong in Javascript/CSS', 'Be strong in MaterialUI or other similar UI frameworks', 'Deep understanding about RESTful API, Database technologies: MongoDB, Mysql, Redis', 'Working experience with React Native', 'Working experience with SEO', 'Nice to Haves', 'Good English fluency and communication skills is a plus', 'Strong mindset of working for a product', 'Eagerness to learn and apply new technologies', 'Coaching other members', 'Scripting (nodejs, bash', 'Design tools (Photoshop, Figma']",Negotiable,"['JavaScript', 'ReactJS', 'NextJS', 'CSS', 'MySQL', 'Jira', 'Git', 'MongoDB', 'SEO', 'Redis', 'React', 'Native', 'Redux', 'RESTful', 'API', 'Material', 'UI']","Quận 10, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/CubicStack-Solutions-logo.jpg,https://www.itjobs.com.vn/en/job/81373/senior-front-end-developer
Senior Mobile Developer,Trusting Social,"['5+ years of experience in mobile development, with at least 3 years specializing in Flutter for large-scale applications', 'Deep understanding of Flutter and the Dart language, including object-oriented and functional programming, coding principles, design patterns, threading, memory management, performance optimization, networking, asynchronous programming, and leveraging popular Flutter libraries', 'Comprehensive knowledge of security, API design, mobile app UI/UX principles, CI/CD practices and tools', 'Proficient in Agile development methodologies with experience in TDD and knowledge of automated testing frameworks', 'Ability to break down complex user stories into actionable tasks and ensure technical feasibility', 'Excellent analytical, troubleshooting, and problem-solving skills', 'Ability to define technical requirements and work effectively with minimal supervision', 'A proactive attitude and willingness to engage in a diverse and collaborative team environment', 'Proficient in written and verbal communication skills in English', 'Experience with platforms such as native Android/iOS, or React Native is advantageous, as is a willingness to learn and work with additional technologies']",Negotiable,"['Flutter', 'Dart', 'OOP', 'iOS', 'TDD', 'Automation', 'Testing', 'Android', 'React', 'Native', 'UI/UX', 'CI/CD']","Quận 1, TP Hồ Chí Minh",Full Time,https://www.itjobs.com.vn/upload/Employer/Trusting-Social-logo.jpg,https://www.itjobs.com.vn/en/job/81466/senior-mobile-developer
