job_title,company_name,requirement,salary,location,image_link,job_url
System Developer C++,CÔNG TY CỔ PHẦN CHỨNG KHOÁN MIRAE ASSET (VIỆT NAM),"['• Have at least 1 year of experience working with C++, Visual Basic\n• Have experience working with database types such as MySQL, oracle ..\n• Have knowledge of connection protocols APIs such as RESTFUL, TCP\n• Experience working in the Linux environment and using Docker.\n• Having worked in a core development position in the financial industry is an advantage.\n• Graduated from High School level or higher\n• Priority is given to candidates with knowledge of securities or finance, banking,...']",The deal,"- Ho Chi Minh: 3C Ton Duc Thang, Ben Nghe, District 1",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/boGi4OCYwxVzZ2LHwgBePiNkQe9KW7lt_1699607293____dfb77f56015130c2b91bb17c6434d84f.jpg,https://www.topcv.vn/viec-lam/system-developer-c/1165641.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Programming Course Consultant,Clevergroup,"['Candidates with 1 year of experience working in similar positions at English, Math, and soft skills training centers for children will be a great advantage\nUniversity graduate majoring in Sales, Journalism, Marketing, PR or related majors.\nLove business and customer care work\nHave experience and knowledge in managing Social Media channels.\nAbility to speak English is an advantage.\n Candidates have analytical and logical thinking skills and information synthesis; planning; problem solving and decision making; Able to work independently and in groups.\nPriority is given to candidates with experience in the field of Education, training, and enrollment']",7 - 10 million,"- Hanoi: No. 116 Vu Trong Phung, Thanh Xuan, Hanoi, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/clevergroup-6049bb765cd78.jpg,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-khoa-hoc-lap-trinh/1279622.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Senior Developer,Công TY TNHH FLINTERS Việt Nam,"['[Required]\n• Years of experience: At least 2 years of experience designing and tuning high-performance systems;\n• Familiarity with object-oriented programming and programming paradigms functional programming;\n• Willing to change programming language to Scala;\n• Have an understanding of the characteristics of one or more programming languages ​​such as Java, PHP, C#, Ruby;\n• Have experience Fontend development: HTML, CSS, Javascript and at least one new frontend framework (vue.js, reactjs, angularjs, etc.);\n• Familiar with Agile manifesto and Scrum methodology.\n[Optional]\ n• Experience with the Scala programming language a big plus;\n• Experience designing and optimizing database access;\n• Familiarity with TDD and design principles test cases;\n• Japanese proficiency is welcome.']","500 - 1,700 USD","- Hanoi: Discovery Complex, 302 Cau Giay, Dich Vong, Cau Giay, Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/3GVkmKOLpj93qplAmbdtxc5P36HFRjwk_1671507807____7dcbb600b4dddd65f0889afe9930e694.png,https://www.topcv.vn/viec-lam/senior-developer/1197880.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Junior Developer,Công TY TNHH FLINTERS Việt Nam,"['[Knowledge and skills]\n[Required]\n• Have knowledge of websites and website administration;\n• Have an understanding of the characteristics of one or more programming languages ​​such as Java, PHP , C#, Ruby;\n• Know how to use IDEs, popular configuration management tools\n• Understand and use data structures & algorithms\n• Can apply bug fixing strategies, and tools to fix bugs\n• Willing to change programming language to Scala.\n[Optional]\n• Experience with Scala programming language is a big plus;\n• Experienced design and optimize database access;\n• Familiar with TDD principles and design of test cases;\n• Japanese proficiency is welcome']","500 - 1,000 USD","- Hanoi: Discovery Complex, 302 Cau Giay, Dich Vong, Cau Giay, Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/3GVkmKOLpj93qplAmbdtxc5P36HFRjwk_1671507807____7dcbb600b4dddd65f0889afe9930e694.png,https://www.topcv.vn/viec-lam/junior-developer/1197892.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Senior .NET Developer (English),CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,"['At least 3+ years of working as developers\nExperience developing MVC and Web API applications\nNET frameworks, C#, and associate technologies.\nExperience with front end technologies: VueJS\nExperience using Source Control Systems (Git preferred) or similar\ nProficiency in English is an advantage']","Up to 2,000 USD","- Hanoi: MHDI Complex Building, 68 Nguyen Co Thach, My Dinh 2, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/ea3d0d94a7848dde25af19f97774d42b-63f6d46eb26f1.jpg,https://www.topcv.vn/viec-lam/senior-net-developer-english/1283598.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
"Fullstack Developer (NodeJS, ReactJS) - English",CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,"['Have continuous working experience with ReactJS (especially with NextJS framework) and NodeJS for at least 1 year/each.\nProficient in knowledge related to ReactJS and NodeJS technologies.\nProficient in JavaScript, Typescript and HTML/CSS. Have a clear understanding of fundamental, advanced, and best practices in developing applications for both server-side and client-side.\nGood knowledge of algorithms and data structures\nWillingness to deal with performance analysis, detect and fix multithreading issues']","Up to 2,000 USD","- Hanoi: MHDI Complex Building, 68 Nguyen Co Thach, My Dinh 2, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/ea3d0d94a7848dde25af19f97774d42b-63f6d46eb26f1.jpg,https://www.topcv.vn/viec-lam/fullstack-developer-nodejs-reactjs-english/1283609.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
AI Engineer,BLOKPARTI PTE. LTD,"[""Bachelor's degree in Computer Science, Engineering, or related field.\nMinimum of 3 years of experience in AI engineering, with a focus on NLP and chatbot development.\nProficiency in Python programming language.\nStrong understanding of NLP techniques, algorithms, and frameworks.\nExperience working with AI technologies such as OpenAI, Gemini, and Claude 3.\nFamiliarity with REST API integration and NoSQL databases.\nExperience working with Vector Databases and RAG models.\nGood command of English.\nAbility to work independently and as part of a collaborative team.\nStrong problem-solving skills and attention to detail.""]","1,500 - 3,500 USD","- Hanoi: Times Tower, 35 Le Van Luong, Thanh Xuan, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/KOXpwWdDUB5IDVSSap7ae29BwRcAJ72E_1662958749____3075e5df12e42fe06e604f929c0d885f.png,https://www.topcv.vn/viec-lam/ai-engineer/1283544.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Node.Js With Full Stack Developer,CÔNG TY CỔ PHẦN EM AND AI,"['5+ years of programming experience;\n3+ years of JavaScript and Node.js experience;\nExperience with REST, WebSocket, MySQL/PostgreSQL, MongoDB, Redis;\nExperience with Docker and AWS Infrastructure;\nUnderstanding of asynchronous development and data security principles;\nAbility to write readable, well-documented code;\nSelf-motivation, goal-oriented approach.']",The deal,"- Da Nang: 4th floor, SPT building, 179 Tran Hung Dao, An Hai Bac ward, Son Tra",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-em-and-ai-610221b622d25.jpg,https://www.topcv.vn/viec-lam/node-js-with-full-stack-developer/1283535.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Shopify Theme Developer,Công Ty Cổ Phần Công Nghệ SellerSmith,"['We are looking for Shopify Theme Developer who possesses the following:\nAt least 2 years of experience working with Shopify Theme.\nProficient in HTML, CSS, JavaScript, Shopify Liquid, Responsive Web\nAnalytical ability and solve problems flexibly and creatively.\nUnderstanding of frameworks such as Bootstrap, Tailwind, WordPress, React,... is an advantage.\nEager to learn, careful and meticulous in work. \nLogical thinking, self-organizing work skills.\nAbility to read and understand English documents.\nProficient in using basic Git commands to manage source code.\nAlthough not a prerequisite, but it will be an advantage if you have:\nUnderstanding of frameworks such as WordPress, React is an advantage.\nExperience in product development, product management.\nPassion for technology, exploration, discovery\nSkills teamwork skills, presentation skills.']",18 - 30 million,"- Hanoi: A1L2-08, 2nd Floor, Building A2, Ecolife Capitol, 58 To Huu, Trung Van Ward, Nam Tu Liem District, City. Hanoi, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/BfcZHs2FN6WyuTQqOb33ng8dganWf9ow_1684895246____a42906a0a2840096a26ef138e91385bc.png,https://www.topcv.vn/viec-lam/shopify-theme-developer/1283449.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Senior IOS Developer,Công ty TNHH Dịch vụ công nghệ TP,"['Minimum > 5 years of experience developing Native App on iOS platform using Xcode + Swift, having products developed on Apple Store is an advantage.\nProficient in design patterns: MVP, MVVM.\nYes Experience building applications using client servers and using RESTFUL APIs.\nProficient in Swift, Core Foundation, UIKit, Cocoa Touch, Core Animation and other Apple frameworks.\nExperience in developing mobile payment and in- app purchase example: Apple IAP.\nExperience working with Firebase Remote Config, Firebase Event, FCM, Firebase Crashlytics.\nExperience with memory management and memory/performance configuration;\nExperience with offline data storage, control and multitasking.\nProficient in integrating Admob ads into applications.\nKnow how to use popular tools to build and publish Apps on Apple App Store (TestFlight, Firebase App Distribution, Deploygate).\nAbility Ability to develop high-performance applications that satisfy millions of users.\nAbility to research new technologies and problem solving skills.\nExperience working with the Agile model is an advantage.']",The deal,"- Hanoi: 2nd floor, Tower A, Rivera Park, 69 Vu Trong Phung, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tp-entertainment-5f87d39d2fb0c.jpg,https://www.topcv.vn/viec-lam/senior-ios-developer/964018.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Android Developer,Công Ty Cổ Phần Công Nghệ Android Việt Nam,"['- 1 year or more of experience in a similar position.\n- Able to deploy projects independently (with UI, UX, Marketing & BA, Tester) or in a team. Be receptive, thoughtful and hardworking.\n- Mastery of OOP Experience with design patterns MVP, MVVM, Clean Architecture,...\n- Experience working with SQLite, popular libraries like okHttp , Google GSON, Retrofit, Glide, ....\n- Experience programming communication between mobile and server via TCP/IP, Websocket, WebService protocols.\n- Experience working with native mobile development (Android or iOS).\n- Have knowledge about UI, UX.\n- Ability to research solutions.\n- Priority is given to those who have developed real applications & have published them on PlayStore.']",12 - 20 million,"- Hanoi: Room 408 B2 - 176 Dinh Cong Hoang Mai Hanoi, Hoang Mai",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-android-viet-nam-5e74a2070e74b.jpg,https://www.topcv.vn/viec-lam/android-developer/647124.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Senior Developer,"South Edge Digital LTD., Co.","['Proactive in work, highly self-aware, eager to learn, enthusiastic, hard-working, positive, able to withstand pressure.\nAt least 3 years of experience with Wordpress and popular plugins .\nAt least 1 year of experience in self-building and managing multiple Linux VPS\nProficient in Flatsome or Xstore theme on Wordpress\nProficient in PHP, HTML, CSS, JavaScript, jQuery.\nProficient in Codeigniter or React is an advantage \nAbility to independently research new technologies and applications\nAbility to work independently as well as work well in teams.']",20 - 25 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/CC1FpLXAxtKlcTWJRy2OgzDrHZCwBgfe_1652346825____3b68e7c70c9f424f6292650135c4c333.png,https://www.topcv.vn/viec-lam/senior-developer/1283658.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Python Backend Programmer,CÔNG TY CỔ PHẦN CÔNG NGHỆ COMPUTER VISION VIỆT NAM,"['3+ years of experience.\nProficient in Python, Django, Django Rest programming.\nExperience working with SQL NoSQL databases.\nHardworking, eager to learn, progressive, logical thinking, passionate about construction product.']",15 - 25 million,"- Hanoi: Luxury Park Views Building, Lot 32D Duong Dinh Nghe, Cau Giay, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/mQIo8KFTsza50C4B9E3X0QviuKhJsSRU_1654653599____ca8aeb68dee41cdba1100ada7ce9aac8.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-python-backend/1282770.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
C++ Programming Engineer for 2D/3D Applications,Công ty cổ phần phần mềm nhúng NATA,"['Know programming languages ​​C++/C#, Python and the ability to learn quickly\nHave knowledge of 2D/3D simulation platforms\nHave experience integrating data based on formats: XML, JSON, VTK/VTU, ...\nAdvantages:\nExperience in developing 2D/3D applications on open-source platforms: FreeCAD, DesignSPHysics, Paraview, ...\nAble to use English in work \nHave a spirit of teamwork, be dynamic, have the ability to work under high pressure\nUnderstanding the field of architecture and construction is a great advantage']",The deal,"- Hanoi: Van Binh Building, No. 8, Alley 89 Le Duc Tho, My Dinh 2, Nam Tu Liem, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phan-mem-nhung-nata-58c90354e9592_rs.jpg,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-c-cho-ung-dung-2d-3d/1282693.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Android Developer (Kotlin),Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,"['3 or more years of experience in Android programming (Kotlin)\nProficient in Android Application/Java programming, Android SDK\nExperience in the architecture and concepts of AOSP, Android framework.\nExperience with automation testing framework said general and google test framework in particular (CTS/GTS/STS...)\nUnderstanding of Android user interface principles, mobile usability\nAble to work well in teams, proactively reporting results assigned work\nGood logical thinking, ability to analyze, design and learn quickly.\nEnglish to read and understand text. Priority is given to candidates with communication skills\nHave a background in information technology and software development.\nUniversity graduate in Information Technology or related fields']",Up to 28 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/ygaLy67KzPxBkw56VJq79CwQ9nfs1xHF_1704161676____2c3bfe6002462cf5f7dcd65186e1e354.png,https://www.topcv.vn/viec-lam/android-developer-kotlin/1243006.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
CAD/CAM Programming Technical Staff,TẬP ĐOÀN AN PHÁT HOLDINGS,"['University graduate preferred\n1 year or more experience\nPriority given to those with experience in Cam cimatron, NX programming.']",The deal,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-tap-doan-an-phat-holdings-5c0f37b2a503c_rs.jpg,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-lap-trinh-cad-cam/1283335.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Backend Programmer,Công ty Cổ Phần Salemall,"['- Graduated from IT, or related majors\n- Proficient in PHP and know how to use at least 1 framework (At least 1 year of experience or more)\n- Priority is given to candidates with experience working on CRM or Ecomerce products\n- Proficient in HTML, CSS, JavaScript coding skills']",10 - 20 million,"- Hanoi: 247 Cau Giay, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-salemall-5b06414998bf5_rs.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend/1228738.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Senior Java Full Stack Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"['University graduate majoring in IT, Information Mathematics or equivalent knowledge.\nAt least 3 years of software development experience.\nExperience in Backend such as Java Core, Spring, Hibernate, SQL.\nProficient in Front-End such as HTML5, CSS3, Javascript, Bootstrap, Angular.\nGood logical thinking.\nMaster of basic algorithm data structures.\nAbility to grasp and research new technologies quickly.\nProactive, Passionate about work, willing to accept challenges, always paying attention to developing yourself to new heights.\nGood communication skills, open, friendly.\nEffective teamwork skills.']","Up to 2,000 USD","- Hanoi: Hapulico Center Building, 85 Vu Trong Phung, Thanh Xuan, Hanoi, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dau-tu-va-cong-nghe-hebela-61de59e86e04b.jpg,https://www.topcv.vn/viec-lam/senior-java-full-stack-developer/476679.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
CNC Designer and Programmer,"Công ty TNHH XD, cơ khí và thương mại Bình Minh","['Priority is given to candidates with experience in designing test fixtures, welding fixtures, and machining fixtures. Programming for 3,4,5 axis CNC machines. Producing and machining precision molds, designing punching molds, plastic molds, aluminum molds.\nGraduate from college or higher in mechanical engineering\nHonest, hard-working, dynamic and highly responsible at work.' ]",The deal,"- Hanoi: Lot B2-4-3 Nam Thang Long Industrial Park, Thuy Phuong Ward, Bac Tu Liem District, Hanoi, Bac Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/wu9B0GWGK1LnfkoM8BcY0chSG8emjPr3_1690253163____62f9e2d29d304ed998556ddb625375d1.jpg,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-va-lap-trinh-cnc/1283152.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Android Programmer,Công ty TNHH Widogame,"['Proficient in object-oriented programming\nHave good thinking about data structures and algorithms\nHave at least 1 year of experience programming applications for Android using Java or Kotlin\nHave knowledge of Design patterns\nHave knowledge Knowledge of Thread Handling, Jetpack, Android Architecture Component\nUnderstanding of image and video technologies; OpenCV, OpenGL is an advantage\nReading and understanding English documents well']",12 - 20 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/qYC8Z1Af4gJLMQFxP4RdXytp8bOLGpfW_1644553199____47d3ffdcd9e615d8655f8f35d9ee2ec8.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-android/1280589.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Admissions Consultant,Hệ thống Đào tạo Lập trình viên Quốc tế Aptech,"['Priority is given to candidates with experience in the field of education and training. Priority is given to candidates with experience working at Mobile World.\nGood appearance, high language and persuasion skills, like to communicate, open, honest, enthusiastic.\nAble to withstand work pressure high.\nComputer: proficient in office applications, Internet.\nEnglish: priority (not required).']",7 - 12 million,"- Hanoi: 19 Le Thanh Nghi, Hai Ba Trung, Hanoi, Hai Ba Trung",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/he-thong-dao-tao-lap-trinh-vien-quoc-te-aprotrain-aptech-57982df93ab9c_rs.jpg,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-tuyen-sinh/1282614.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Programmer/ IT Staff Software Programmer,CÔNG TY CỔ PHẦN CÔNG NGHỆ NANOSOFT,"['•Experience working with C#, ASP.NET, MVC programming languages; VB.NET\n• Have knowledge of Javascript, HTML (HTML5), CSS (CSS3), jQuery, .NET core (experience in Angular, Jquery JS)\n• Master basic knowledge of MSSQL Server (2014+ )\n- Priority is given to having experience in one of the following requirements:\n• Understanding of Message queues:, MS Windows Service Bus\n• Experience in using caches such as IIS Cached, MemCached, Redis cached;\n • Experience working with WebAPI, WCF, Windows Services;\n• English: Can read and understand technical documents, priority is given to those with MCP certification in software development']",12 - 35 million,"- Hanoi: No. 1, alley 163/8 Nguyen Khang, Yen Hoa, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-nanosoft-620dcd5192390.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-nhan-vien-it-lap-trinh-phan-mem/1239981.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Programmer,CÔNG TY CỔ PHẦN GIẢI PHÁP TỰ ĐỘNG HÓA KỸ THUẬT VIỆT NAM,"['- University degree in IT, Computer Science or related fields.\n- Professional requirements:\n+ Proficient in .NET programming: C#, ASP.NET MVC, ASP.NET Web, Entity Framework, WCF/WF.\n+ Experience in: Microservices, REST, SOAP, Web API, Web Services.\n+ Experience in working with HTML, CSS, JavaScript, Angular.\n+ Experience in working with MS SQL.\n+ Good logical thinking, ability to learn quickly.\n- Ability to read and understand English documents.\n- Dynamic, positive, good communication, able to withstand high pressure at work work.\n- Positive, dynamic attitude, high readiness for work']",The deal,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/8jOnlpwyeinSVrSFpgPAqhcd8U3UpbW6_1651646795____181dbdd276934895c81ceb6fc215f3b3.png,https://www.topcv.vn/viec-lam/lap-trinh-vien/1176146.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Backend Programmer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,"['Graduated from College, University or higher with majors in IT/Mathematics/Electronics and Telecommunications.\nAt least 02 years of experience as Java Developer or equivalent position.\nProficient in one of the following Technology: Web services (SOAP/RESTful), Websocket, Spring Framework, TypeScript, HTML5/CSS...\nExperience working with SQL, NoSQL database management systems...\nThinking about design Object-oriented design and master knowledge of data structures and algorithms, object-oriented programming, Design Patterns,...\nProficient in using a number of tools such as git, Jira,...\nPriority Have knowledge or have participated in projects related to the telecommunications field.\n Priority is given to having knowledge and experience in deploying containers, K8S, Microservices is an advantage\nAbility to analyze, think logically, and be able to Ability to read and understand specialized documents, ability to work in groups, and a sense of responsibility at work.\nGood-looking appearance, good communication skills. Hard-working, honest, eager to learn and willing to work overtime if the job requires it.']",10 - 20 million,"- Hanoi: Hateco Laroma Building, No. 4A Huynh Thuc Khang Long, Dong Da, Hanoi, Dong Da",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/DIvTyLmQ1bPw2RJnJYsEgH22kUqGWp36_1686131031____20c5470e722cdd6b63adb26d71b8820f.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend/1281753.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Flutter Developer,Công Ty TNHH Amoeba,"['Requirements:\nFrom 4 years of experience in developing mobile applications using Flutter.\nUnderstanding of both iOS and Android platforms.\nExperience in mobile development with technologies such as React Native, Kotlin, and Swift.\nExperience with collaboration tools like Git , Jira, and Confluence.\nExperience with cloud services such as Firebase.\nHuge plus if you have:\nExperience in the E-Commerce field.\nUnderstand Back-end.\nExperience in OAuth development.\nPositive experience in Testing code. \nExperience in Open-Source projects\nGood oral communication skills in English.']",The deal,"- Ho Chi Minh: Floor 2, Building No 19-21 Tan Cang, Ward 25, Binh Thanh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/09cee9429bb6ea5541057e9c8c3486e8-656071113e45e.jpg,https://www.topcv.vn/viec-lam/flutter-developer/1280256.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Data Engineer - TNEX Finance - 3H098,Tập đoàn ROX (ROX Group),"['first. Qualification:\nUniversity or higher Major: Information Technology, Computer Science, Information Management, or MIS\nCertification requirements: Priority to have Cloud certification from partners AWS, GCE, Azure \nForeign language: Level 2: TOEFL 46-78 | IELTS 4.5-6.0 | TOEIC 605-780 or equivalent\nOffice information technology: Proficient.\n2. Experience:\n- Minimum professional experience: 7 years in the field: Large service organization, with large-scale data\n3. Knowledge:\n- General knowledge:\nUnderstanding of the organization: Understanding of the mission and vision of TNEX Finance\nUnderstanding of the field/industry being provided: Understanding of the fintech field\n- Knowledge Professional knowledge:\nUnderstanding the expertise/operations of the position (policies, regulations, procedures...):\n- Required proficiency in 1 programming language or more (Python, Java, Scala, R...)\n- Have knowledge and understanding of data analysis platform design and implementation; data-related services from major cloud providers; software, hardware and technology solutions related to data;\n- Have a general understanding of banking software systems and software systems in general.\n- Priority is given to candidates with Understanding of cloud services from major cloud providers (AWS, Redshift, HDFS, Amazon S3), Data API, Distributed systems\nUnderstanding of relevant laws: Understanding of regulations provisions of law related to banking business\n4. Skills/Abilities:\n- General competencies: Logical thinking - Relationship management - Change management\n- Professional competencies: Application of data and algorithms\n5. Other requirements: Ability to withstand high pressure at work']",The deal,#NAME?,https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/data-engineer-tnex-finance-3h098/1282476.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
.NET Developer (Japanese N2),Công ty TNHH Yopaz,"['Proficient in programming languages ​​C#, ASP.NET, MVC, Net Core\nAt least 3 years of experience in a similar position\nJapanese equivalent to N2\nProficient in at least 1 database management system\nExperienced Using caches like IIS Cached, MemCached, Redis cached and SignalR is an advantage\nExperience with Javascript, HTML (HTML5), CSS (CSS3), jQuery, Vuejs is an advantage\nExperience working with Windows Services, WebServices , RESTful API\nExperience in data structures and algorithms, object-oriented programming\nExperience in using controls to create Form interfaces, know how to use Component One, DevExpress, Telerik, C# (WPF), VB.NET is an advantage\nExperience with .Net programming models: MVC, MVP, MVVM\nPreference is given to people with business analysis thinking, development planning from requirements, UI/UX design .']","1,500 - 3,000 USD","- Hanoi: 3rd floor, Viet Tower, No. 1 Thai Ha, Dong Da, Dong Da",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/KEjg5fT1uL1JIL5lsGD9hgSX4WmUrwCv_1645090323____9c837b75dcb99acd8ff9b55eb3897fd7.jpg,https://www.topcv.vn/viec-lam/net-developer-tieng-nhat-n2/1281628.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
