title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
"Assistant Manager/Manager, IT",Maybank Securities Company Limited,"1. IT Management; Maintain IT system to follow IT Policies, Procedures and Guidelines; Prepare all necessary documents, related processes in order to support to Audit assessment, HSX, HNX, VSD; Establish IT documentation and checklist; 2. Trading system; Manage Operating System (AIX, Linux), Network, SAN Storage of core trading system; Monitor system performance; 3. Network administration; Manage network device: Switch, Router, Firewall, Cabling, Fiber Converter.; IP address assignment (TCP/IP, MAC); DNS; VPN/ firewall; Intranet; Leased line to HSX/HNX/VSD, Banks, HO, Branches, DR, Regional site.; Network user maintenance; Network safety strategy; Consult and improve ability to scope with load.; 4. IT Project; Communicate and implement project initiated by Regional; Support local business project on IT documents to follow Project Framework; 5. Change Management; Support business to raise new application change tickets; Manage change documents to align with Change Management; Communicate to Regional Team to submit new ticket; 6. Incident Management; Manage IT incident to track incident tickets and follow the resolution; 7. All other tasks/duties assigned by Head of ITUniversity Degree in Computer science or equivalent education and experience; Certification of CCNA, CCNP is an advantage; At least 05 years experience in IT Network, experience in Financial Services/Securities Industries is an advantage & preferrable; Network: Cisco Router, Switch; Firewall: Palo Alto, CheckPoint, Fortinet; Good communication in English, detail-oriented, high sense of responsibility, ability to work well individually as well as in a team; Good at presentation skills both in English & Vietnamese",Negotiable,"['ccnp', 'network', 'ccna']","05 Le Quy Don, Vo Thi Sau Ward, District 3, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/C1K0RDiR_AKwkQFbFBKBPLDfKYywCfN9oT_RxoQxu1c/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzEyLzI2L1RvcERldi1MT0dPLXRpZ2VyLS0tQW5keS1IdXluaC0xNzAzNTc5MTQ4LnBuZw,https://topdev.vn/viec-lam/assistant-manager-manager-it-cong-ty-tnhh-chung-khoan-maybank-2033086
Quality Control Fresher (Fresh Geeks 2024),One Mount Group,"Portraits of talented people One Mount is looking for; Final year students or have graduated from University for less than 1 year, majoring in Software Engineering, Computer Science or related majors; Achieve a GPA of 2.5/4.0 or higher; Can work full-time from June 2024 or take 1-2 days off/week to go to school during the program; Possessing solid technological knowledge demonstrated through academic results, awards, practical projects...; Ability to self-study and be highly proactive at work; How to become Fresh Geeks 2024?; Round 1 (April 10 - May 10): Application and CV screening; Round 2 (May 11 - May 19): Programming ability test; Round 3 (May 20 - May 25): Professional interview; Deadline for receiving applications: May 10, 2024; Note: The program may close applications ahead of time when enough suitable candidates have been recruited.",Negotiable,"['qc', 'tester', 'automation']","Tower 2 Times City, 458 Minh Khai, Vinh Tuy Ward, Hai Ba Trung District, Hanoi City",Fulltime,https://salt.topdev.vn/ipO9-d67wJX6zPs3nFuEkrAdolz8NYvPMro3sMuPA04/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIyLzA4LzI5L1RvcERldi1PbmVNb3VudC1Mb2dvLTE2NjE3NTcxMzAucG5n,https://topdev.vn/viec-lam/quality-control-fresher-fresh-geeks-2024-one-mount-group-2033101
Research Software Developer - Remote (Full-time/Part-time),CAZOODLE,"Project Description: AI-based knowledge discovery and acquisition by exploring, searching, and synthesizing knowledge from large scale structured and unstructured data across millions of websites on the Internet. Specifically, we build vertical search engines that help users explore and find information in a vertical domain and community information services that connect people with the knowledge they need in a professional community. ; Techniques: You will learn about and apply artificial intelligence, natural language processing, database, and data mining techniques. You will implement novel algorithms and build end-to-end software systems.You are an ideal candidate if you can:; Effectively communicate in English.; Develop backend or frontend or full-stack software.; Read research papers and understand how to reproduce.; Build/implement AI/NLP/DB/DM techniques such as word embedding, information extraction, large language model, database querying, and web search.; * Pay: $850 - 3500/month (full-time) or $5 - 20/hour (part-time), depending on qualification.; * Note: Besides applying at TopDev, you can submit your application at This Form",Negotiable,[],"No. 18, Lane 11 Thai Ha, Trung Liet Ward, Dong Da District, Hanoi City",Full-time,https://salt.topdev.vn/DZY3fJo1_GIilOfNfounZRgQGzV18kuWPri8x7J0xVI/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIyLzA4LzExL1RvcERldi1oMS1BbmhOZ3V5ZW4tMTY2MDIwOTY4Mi5wbmc,https://topdev.vn/viec-lam/research-software-developer-remote-full-time-part-time-cazoodle-2033097
DEVOPS ENGINEER (AZURE),HEINEKEN Vietnam,"Implementation of the new Azure DevOps framework for Configuration and Release Management continuous integration and continuous delivery (CI/CD); Implementation of Azure DevOps CI/CD pipelines for project releases; Creating development plans and processes for continuous improvement of the new solution in collaboration with Global; Performs testing and routing application management to ensure the production environment runs smoothly; Provides continuous support for analytics needs on the target platform; Be Accountable for the good run of the ERP integration with local systems.Bachelor / Master Degree; Expert level knowledge of Azure DevOps; Managing databases, datawarehouse, ERP knowledge is a plus; Nice to have: Need for a defined job role with clear guidelines on responsibilities. This role will be accountable for the good run of the production environment ; Language(s): Fluent English and Vietnamese",Negotiable,"['azure', 'database', 'devops']","Vietcombank Tower, 18th & 19th floor, 05 Cong Truong Me Linh, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",Fulltime,https://salt.topdev.vn/Ru6dFW-fIBb_E1E7iYOlIs_JFcAHZuPA8s0qQ4rOIWM/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA3LzI1L1RvcERldi1Mb2dvLUhOSy0tLVZOLS0tVnktSG8tVGh1eS0xNjkwMjUwNzY2LnBuZw,https://topdev.vn/viec-lam/devops-engineer-azure-heineken-vietnam-2032756
VPBank Technology Young Talent,Vietnam Prosperity Joint Stock Commercial Bank (VPBank),"Final year students, recent university graduates or less than 2 years of work experience.; Graduated with Honors or higher from domestic and foreign universities (priority is given to top universities) with a major in Information Technology/Applied Mathematics/Informatics/IT/Computer Science/Data/Electronics and Telecommunications /Banking/National Economy/Foreign Trade.; Participate in the VPBank Hackathon 2024 Program (Priority is given to members with high achievements from the competition); Pass the entrance professional test for Young Talents.; Priority is given to candidates with high achievements in domestic and international academic exams or who have achieved specific professional certificates in IT operations (CCNP, CCIE, Juniper, CheckPoint, F5, Fortigate, Citrix, ITL, ITSM, TOGAF, CISSP, CISM, PMP) or up-to-date IT development languages (Node.js, Python, Go, Java, pattern design, TCP/IP, Database,AI, ML), skills/Technology trending (Network, WAN, SDWAN, LAN, ATM/CDM, DC/CR SQL, Oracle, Database, Cloud, Azure, GCP: EC2,EKS, ECS, RDS, Container, D/DNS, O365/Microsoft Exchange, PowerBI, VBA powershell, web/app java, devops, Embedding, Vector Store, LLM model, finetune, pretrain model like GPT, Bard, Vietnamese model... huggingface).; Good communication skills, good logical thinking, ability to learn quickly, creative, have the habit of researching documents, updating information and technology trends regularly.; Able to use English (listening, speaking, reading, writing) fluently or IELTS from 6.5.; In case of admission, after completing the training period, you must commit to working for a minimum of 2 years at the Bank according to the development roadmap.",Negotiable,"['python', 'java', 'nodejs', 'patterns', 'golang', 'design']","89 Lang Ha, Lang Ha Ward, Dong Da District, Hanoi City",Fulltime,https://salt.topdev.vn/a3lvmQAtWMbA5iiACmWqgP1Jy34rj4f-WvvLCD52ToI/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA2LzI3L1RvcERldi1sb2dvLWtvLXRhZy1saW5lLTAxLTE2ODc4NTM1NzcucG5n,https://topdev.vn/viec-lam/vpbank-technology-young-talent-ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank-2033021
Full-stack Developer,POSCO DX VIETNAM COMPANY LIMITED,"Team Leader as Project Management, Issue control, team members supporting with more than 5 projects experience communicating with Korea Project Manager.; Comply with standard coding policy of the company; Work closely with Team Leader to ensure project quality; Assist Team Leader in reviewing work results of low-level members; Participate in training and knowledge sharing activities; Follow the project and organizational processes, policies and regulations; Ensure the assigned tasks to be performed on-time and with high quality; Training New members for the Development Architecture, Standard Rules, Policy, etc.Required Qualifications:; At least Bachelor's or Engineer's Degree in Information Technology, Computer Science, or related fields; Experience in Java and related technologies (JavaScript, Spring5, Spring Boot, J2EE, JSP, MSA, React, etc.); At least 2+ years working experience as a Full-stack developer; English speaking priority; Preferred Qualifications:; Experience working with Cloud based technologies such as AWS, Azure, Google Cloud Platform is highly preferred.; Additional Experience in Python, Angular, MSA, C#, .net, etc.; Experience working with the following DBs: Oracle, MySQL, PostgreSQL, MongoDB, MariaDB, MS SQL Server; Experience working with ERP(HR, Procurement, Finance), MES(Manufacturing Execution System for Smart Factory), SCM(Marketing); Intention to improve the ability & try hard with positive thinking; Having good communication and problem-solving skills.; Good skills in Korean; Preferred Language : English",Negotiable,"['react', 'java', 'j2ee', 'spring', 'boot', 'javascript']","6th Floor, Cobi Tower 1, 69 Hoang Van Thai, Phu My Hung, Tan Phu Ward, District 7, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/rlvh2r6FSU-qNTZ68VCG1i11vsnALmppkhkv-c0sESg/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA2LzI2L1RvcERldi03OWQ3MjY5N2FhOTM0NDQwZmVlZmVhMzU2Y2M4M2Q0MC0xNjg3NzU0MDM1LnBuZw,https://topdev.vn/viec-lam/full-stack-developer-cong-ty-tnhh-posco-dx-viet-nam-2032896
Senior Software Developer (Java),Allexceed Vietnam,"Provide solutions and develop software for end-users; Develop software products according to customer requirements (offshore); Develop many types of software: Windows Application (Java/.NET), Web Application (Java/.NET/PHP), Smartphone Application (iOS/Android)Graduated from University majoring in Information Technology. Have 5 years or more of software development experience.; Have at least 3 years of experience developing Web systems with Java, JSF, J2EE, JPA, Hibernate languages. Having knowledge or practical experience with PrimeFaces is an advantage.; Able to explain operations, system specifications, and source code analysis.; Ability to build on the basic design to create a detailed design at a usable level for programming operations.; Having experience in developing business systems for the Japanese market is a plus.; Having the ability to read and understand specialized English and knowing Japanese is a plus.; Careful, dynamic, able to work under high pressure.; Responsible and enthusiastic about work.; Ability to research and quickly grasp new technologies and techniques.; Good independent/team working skills (can proactively discuss, confirm, and share problems at work); The company highly appreciates candidates who want to stay with the company for a long time and want to develop a sustainable career; Depending on job requirements, in the future, it is also possible to work with other programming languages, such as:; C#/ VB.NET; PHP",Negotiable,"['java', 'software', 'j2ee', 'web']","15th Floor, Opal Tower, 92 Nguyen Huu Canh, Ward 22, Binh Thanh District, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/oXl_qaz4PvT-zxNfh7VxUxodC-rqgWDrRiVsOwKPLxc/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIxLzA3LzA2L1RvcERldi1BbGxleGNlZWRWaXROYW0zMjB4MTIwLTE2MjU1NjkwODIucG5n,https://topdev.vn/viec-lam/senior-software-developer-java-allexceed-viet-nam-2032781
VPBank Data Talent,Vietnam Prosperity Joint Stock Commercial Bank (VPBank),"University degree or higher related to one of the majors in mathematics, statistics, economics, banking, finance, computer science, software engineering; Minimum 2-3 years of working experience in the data field related to one of the following expertise: data analysis, machine learning models, data governance, data management, data architecture, platform operations data platform,...; Priority: Knowledge of data and financial and banking operations; Proficient in SQL, Excel and data analysis languages R or Python; Priority is given to candidates with experience with AWS cloud; Willing to learn and participate in VPBank's technology projects...",Negotiable,"['python', 'r', 'data', 'architecture', 'sql']","89 Lang Ha, Lang Ha Ward, Dong Da District, Hanoi City",Fulltime,https://salt.topdev.vn/a3lvmQAtWMbA5iiACmWqgP1Jy34rj4f-WvvLCD52ToI/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA2LzI3L1RvcERldi1sb2dvLWtvLXRhZy1saW5lLTAxLTE2ODc4NTM1NzcucG5n,https://topdev.vn/viec-lam/vpbank-data-talent-ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank-2033022
BackEnd Development Engineer - IT Department,MBBANK,"Programming and developing the Bank's systems and applications.; Develop yourself or coordinate with suppliers to develop/deploy IT solutions.; Manage and develop integrated services with core systems such as: T24, WAY4, BPM, CRM, CIC...; Manage and develop API on API Gateway to serve integration with domestic and international partners.; Research, test, deploy and apply new technology trends in development: GraphQL, Docker Container (K8s), CICD, EventSourcing, CQRS, NoSQL...; Maintain the operation of products and services within the scope of management.Graduated from University majoring in Information Technology, Computer Science, Electronics and Telecommunications, Software Technology, Information Systems....; For Junior candidates:; Graduated from University majoring in Information Technology, Computer Science, Electronics and Telecommunications, Software Technology, Information Systems... and/or have an equivalent programmer certificate (Aptech Greenwich, . .etc).; Minimum 02 years of practical work at Backend programming companies and projects; Proficient in 1 of BE languages: Java.; Proficient, works well with Spring framework: spring core, spring security, spring boots.; Proficient in one of the following database types: Oracle, Sqlserver, PostgreSQL, Mongodb.; Have good programming skills such as: analyzing and providing solutions to solve problems.; Careful, patient, passionate about programming and willing to learn new technologies.; Having experience in finance and banking is an advantage; For Senior candidates:; Includes all general requirements of junior level.; Have good knowledge of system architecture. Familiar with many software designs.; At least 03 years of practical work at Backend programming companies and projects; Minimum 1 -2 years of experience working with Microservices.; Ability to tune performance of applications and systems.; Have in-depth understanding of techniques/technology: MySQL, Redis, MongoDB, PostgreSQL, Kafka,...; Having experience developing and using cloud and front-end is an advantage.; Participate in business analysis, propose solutions and implementation plans to improve and increase the efficiency of projects during the working process.; Create a work timeline, divide tasks among team members, supervise and support members to complete their commitments.; Lead a group of 3-6 people, help members develop and complete assigned tasks.",Negotiable,"['java', 'software', 'mysql']","MB Tower, No. 18 Le Van Luong, Trung Hoa Ward, Cau Giay District, Hanoi City",Fulltime,https://salt.topdev.vn/RWOft2PpYGiMrHDzYHjZbXirchGSEbdZ_BUnVvVwqg8/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzEwLzA2L1RvcERldi1NQi1Mb2dvLW1haW4tMDEtMTY5NjU2MTU2MS5wbmc,https://topdev.vn/viec-lam/ky-su-phat-trien-backend-khoi-cntt-mbbank-2032897
QA Engineer,ZOI.TECH SGN,"Collaborate with the development team to ensure the highest standards of quality for our web and mobile applications; Perform feature testing during sprints using a variety of devices and browsers (Lambda Test) ; Report and manage bugs using JIRA and provide support to the development team to quickly reproduce and fix issues; Prioritize test cases, conduct regression testing, and analyze test metrics to ensure the application is stable and performs as expected; Update and maintain test documentation (Test Cases, Checklists, Test Scenarios, Acceptance Sheets) to keep testing processes efficient and effective.; Participate in Scrum meetings to align testing activities with project goals and objectives; Automate testing using Microsoft Playwright to improve efficiency and reduce errors; Run automated regression testing after each sprint, analyze results, and report bugs to maintain the highest standards of quality.Degree in Computer Science or related field; 3+ years of experience as a QA Engineer; Strong experience with cross-platform and cross-browser testing using LambdaTest; Strong experience in writing automated E2E tests using the Microsoft Playwright framework; Experience in regression testing of web and mobile applications; Proficiency with JIRA and TestMo; Excellent communication skills and ability to work in an international team environment; Fluent communication skills in English, written and spoken",Negotiable,"['lambda', 'qa']","Tầng 5 & 6, Tòa nhà Queen , Số 49 Điện Biên Phủ, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",Fulltime,https://salt.topdev.vn/R3jVU2_EHsPCD0-lR_QTzdxAtPamfDMsZAk5u-Q1qPI/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzEwLzMxL1RvcERldi1ab2kuVGVjaC1TR0ItMTY5ODcyOTA2OC5wbmc,https://topdev.vn/viec-lam/qa-engineer-zoi-tech-sgn-2032943
Digital Developer / Digital Development Officer,Cathay Life,"Analyze and identify possible improvements.; Support users through robotic deployment (UiPath).; Support BU during testing.; Ability to multitask with multiple ongoing projects.; Solutions can be provided for any potential risks.;   Identifying and analyzing the improvements that can be made; Supporting users by using robots (UiPath); Supporting business teams in testing activities; Must be able to multi-task with various projects on hand; Able to provide a solution to any identified and potential risksGraduate; Can use English or Chinese (preferred); Hands-on experience with RPA tools and cognitive platforms such as UiPath, Blue Prism, Automation Anywhere, etc. UiPath preferred.; UiPath RPA Developer Certification is an advantage but not required (training may be provided).; Basic programming knowledge of HTML, CSS, VB, .NET.; Ability to present technical information in a way that is understandable to a non-technical audience.;   Graduated Bachelor; Can use English or Chinese at work (prefer); Have experience on RPA tools and cognitive platforms such as UiPath, Blue Prism, Automation Anywhere, etc. UiPath experience is highly preferred.; Get UiPath RPA Developer certifications preferred but not required (training can be provided).; Basic programming knowledge on HTML, CSS, VB, .NET; Ability to present technical details to non-technical audiences.",Negotiable,['rpa'],"Lim 3 Tower, 29A Nguyen Dinh Chieu, Da Kao Ward, District 1, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/CjRFiHVHf3eQbtTQ_t4un3cITKpfyzhOrjrhTmBnnOA/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIwLzAyLzIwL2xvZ28tJTI4MiUyOS5wbmc,https://topdev.vn/viec-lam/digital-developer-nhan-vien-phat-trien-ky-thuat-so-cathay-life-2032759
Front End Development Engineer - IT Department,MBBANK,"Building/Developing the Bank's systems; Build tools/utilities on ReactJS/Angular platforms - Micro-frontend; Participate in analysis and feature design for software; Support for improvement/maintain during operationGraduated from University majoring in Information Technology, Computer Science, Electronics and Telecommunications, Software Technology, Information Systems....; Proficient in Javascript/Typescript, HTML5/CSS3, SCSS/LESS; Proficient in at least one of the SPA frameworks such as: ReactJS, Angular, Svelte, Vue, etc.; Have at least 1 year of experience developing Web applications; Experience working with Webpack, Npm, Babel; Have experience using interface design libraries such as Material design, Ant design, Tailwind, etc.; Have experience working with Git; Know, or have experience optimizing performance for Web applications; Having experience working and developing Micro-frontend architecture is an advantage",Negotiable,"['css', 'reactjs', 'angularjs', 'html']","MB Tower, No. 18 Le Van Luong, Trung Hoa Ward, Cau Giay District, Hanoi City",Fulltime,https://salt.topdev.vn/RWOft2PpYGiMrHDzYHjZbXirchGSEbdZ_BUnVvVwqg8/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzEwLzA2L1RvcERldi1NQi1Mb2dvLW1haW4tMDEtMTY5NjU2MTU2MS5wbmc,https://topdev.vn/viec-lam/ky-su-phat-trien-front-end-khoi-cntt-mbbank-2032898
Development Engineer (Dev Lead/ T24) - Project Department,MBBANK,"Participate in research & propose technical solutions; Research, design Framework and system integration and deployment models; Program assigned functions according to detailed solution documents; Controlling Code review and fixing Code errors to ensure application optimization; Participate in project supervision to ensure technical quality and coding quality; Report and evaluate the effectiveness of technology solutions; Responsible for technology training and development orientation of functions according to design and architectural documentsGraduated from regular universities, majoring in Information Technology, Electronics and Telecommunications, Programming,...; Experienced in programming Core Banking (T24); Having experience and knowledge in related fields at Banks and Financial Institutions in IT is an advantage",Negotiable,"['core', 'fintech', 'banking']","MB Tower, No. 18 Le Van Luong, Trung Hoa Ward, Cau Giay District, Hanoi City",Fulltime,https://salt.topdev.vn/RWOft2PpYGiMrHDzYHjZbXirchGSEbdZ_BUnVvVwqg8/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzEwLzA2L1RvcERldi1NQi1Mb2dvLW1haW4tMDEtMTY5NjU2MTU2MS5wbmc,https://topdev.vn/viec-lam/ky-su-phat-trien-dev-lead-t24-ban-du-an-mbbank-2032899
Back-end Developer (Nodejs),CB/I Digital,"Implement back-end features & business logics, design database & implement repository; Build and maintain backend systems for cloud platform projects with Nodejs; Create APIs to connect with mobile và web front-end; Integrate 3rd parties to collect, process, and exchange data; Collaborate with the BA team to understand business requirements and propose the best technical approach to implement & estimate the timeline; Learn and apply the latest coding techniques, best practices, and technologies to build high-performing backend modules; Manage coding tasks and processes independently, and create good documentation for other developers to join when needed; OOP, design patterns, domain-driven design, event-drivenFluent in NodeJS & TypeScript  (import/ export of modules, promise, async wait, callbacks); Fluent in SQL/NoSQL such as MySQL/Postgres/Mongo databases; Experience working on microservices-based projects; Experience in designing & developing RESTful APIs; Experience in design patterns (DI, IoC, Singleton, Repository, etc.), domain-driven design (DDD), and event-driven is a plus; Experience in using Jest Node.js unit testing or similar frameworks for unit testing; Well-versed in writing structured, well-documented, maintainable, and clean code; Experience in Containerization Technology (Docker). Knowledge of Kubernetes and managed K8S service is a plus.; Strong understanding of standard Software Engineering processes, Agile methodologies; Excellent problem-solving and analytical skills; Flexible, sociable, good at research and self-study, high responsibility at work.",Negotiable,"['nodejs', 'docker', 'typescript', 'nosql']","Vietnam Office: ROBOT TOWER, Lầu 6, 308 - 308C Điện Biên Phủ, Phường 04, Quận 3, Thành phố Hồ Chí Minh",Fulltime,https://salt.topdev.vn/U1C86BPIuAw779WEfwNiYWr8O4Q6TNi7V5-rfXqqFDw/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIwLzEwLzI4L2ltYWdlMjAyMDEwMjhUMDEzODUzODA4Wi1ERFBMSC5wbmc,https://topdev.vn/viec-lam/back-end-developer-nodejs-cb-i-digital-2032760
MIDDLE BACKEND DEVELOPER,GTEL ONLINE TECHNOLOGY SOLUTIONS JOINT STOCK COMPANY,"Develop WebGIS applications for the corporate ecosystem; Identify and learn about new technologies, tools, and programming trends; Apply the most advanced technology and software standards in the industry; Coordinate team members to complete and optimize the product; Fix bugs and improve application features and performance; Contribute ideas and solutions for new application featuresAt least 3 years of experience as a Backend Developer; Grasp the knowledge and proficiently use NodeJS, Typescript, NestJS; Works well with Git; Experience working with CI/CD, Docker; Experienced in using Nginx, Socket.IO, Kafka, Redis; Proficient in PostgreSQL/MySQL database; Have knowledge of SOLID, Clean Code, Design Pattern, Event-Driven; Have experience working and designing Microservice systems with high performance and scalability.; Have experience writing unit-tests; Have good problem solving, English document reading and analytical skills; Ability to work in groups and communicate effectively.; (Advantage) Experience in Python and ReactJS programming",Negotiable,"['git', 'nodejs']","385C Nguyen Trai, Nguyen Cu Trinh Ward, District 1, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/w_qZl5JbQUWGB9IbPCduRD1jryxKgrL8EN_yuiNgSPY/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDI0LzA0LzA5L1RvcERldi1Mb2dvLVNsaWRlLSUyODElMjktLS1OZ3V5ZW4tVGhpLVRyYS1NeS1fLU9UUy0xNzEyNjQ1NjU3LnBuZw,https://topdev.vn/viec-lam/middle-backend-developer-cong-ty-co-phan-giai-phap-cong-nghe-truc-tuyen-gtel-2033048
"C/C++, C# DEVELOPER",GTEL ONLINE TECHNOLOGY SOLUTIONS JOINT STOCK COMPANY,"Design, build and develop applications and software according to the requirements of business customers and factories.Technical requirements:; Have experience in software development;; Proficient in C#, C/C++, WinForms, WPF, .NET framework;; Proficient in using Visual Studio and Visual Code;; Have good experience in object-oriented programming;; Have experience in system optimization, skills in finding and handling software errors;; Have experience in ""multi-process"", ""multi-threading"" programming;; Experience working with Windows, Linux, Docker, TCP/IP sockets, Machine Learning, Deep Learning is an advantage.; Experience in web programming: react, vue... is an advantage.; Databases:; Have experience working with SQL database system. Good use of one of the databases: MSSQL, Postgres;; Familiar with concepts: Trigger, Function, View;; Backup & restore database.; Other:; Have skills in designing presentation and proposal documents;; Use Source code and documentation management tools (Git);; Manage work items in the project;; Prepare technical specification documents for the project;; Being able to communicate in English is an advantage;; Able to work in a team, have good spirit, have initiative and withstand high pressure.",Negotiable,"['visual', 'c#', 'sql']","385C Nguyen Trai, Nguyen Cu Trinh Ward, District 1, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/w_qZl5JbQUWGB9IbPCduRD1jryxKgrL8EN_yuiNgSPY/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDI0LzA0LzA5L1RvcERldi1Mb2dvLVNsaWRlLSUyODElMjktLS1OZ3V5ZW4tVGhpLVRyYS1NeS1fLU9UUy0xNzEyNjQ1NjU3LnBuZw,https://topdev.vn/viec-lam/c-c-c-developer-cong-ty-co-phan-giai-phap-cong-nghe-truc-tuyen-gtel-2033050
Backend Engineer (Java),One Mount Group,"Writing clean & high-quality code; Maintain & improve running- functionality as well as design and develop new system, new feature if needed; Deliver end-to-end, including unit test, integration test and deployment to PROD; Participate in code reviews & control coding quality standards",Negotiable,"['java', 'spring', 'boot', 'sql']","Tower 2 Times City, 458 Minh Khai, Vinh Tuy Ward, Hai Ba Trung District, Hanoi City",Fulltime,https://salt.topdev.vn/ipO9-d67wJX6zPs3nFuEkrAdolz8NYvPMro3sMuPA04/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIyLzA4LzI5L1RvcERldi1PbmVNb3VudC1Mb2dvLTE2NjE3NTcxMzAucG5n,https://topdev.vn/viec-lam/backend-engineer-java-one-mount-group-2033051
Fresher/Junior - Senior C++ Developer,DTS Software Vietnam,"Participate from the design stage to product implementation of a super CAD software development project for Japanese customers. The architectural and construction software project for Japanese customers is a major project of DTS Japan Group (top 10 IT corporations in Japan), with many different software modules, from Windows App, Web App, iOS App…; Develop Plugins for revit and other CAD applications according to orders from Japanese customers.; Trained: specialized in C#, C/C++ and necessary knowledge and skills for developing products for CAD; Work in a professional environment, complying with DTS Japan's PMS standard software development process;; Work collaboratively with excellent Leaders and Project Managers with decades of experience at the largest software companies in Japan and Vietnam with methodical and professional project management processes.Candidates with 1 year or more experience in C++ language, new graduates with experience are accepted, candidates from other fields (electrical, electronics, automation) with solid knowledge and experience are accepted. about programming.; Priority is given to candidates who know Japanese and have experience working for Japanese companies/projects.",Negotiable,"['c++', 'c#', 'cad']","No. 266 Doi Can Street, Lieu Giai Ward, Ba Dinh District, Hanoi City",Fulltime,https://salt.topdev.vn/CW1NrFjnNcoBfnmEJERMnDSZRGgz1B0C4CSDZR8ZeJE/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIwLzAyLzIxLzE1NTk4MjI2ODg1ODEtVW50aXRsZWQuanBn,https://topdev.vn/viec-lam/fresher-junior-senior-c-developer-dts-software-viet-nam-2033054
Web/App Tester (Game),TADAPLAY,"Establish testing strategies and test implementation plans for software projects; Design test cases for software based on requirements documents, specification documents and design; Perform testing based on testplan and testcase; Find product errors, analyze the cause of errors and manage error correction activities; Make test reports and evaluate product quality before handover.; Manage and organize the implementation of professional exchange, testing, and user training activities.; Support Project Manager during product acceptance process.; Propose activities to improve product quality.; Other tasks assigned during working time.Have at least 1+ years of Tester/QC experience; Master the testing process and use software testing tools and techniques well; Ability to work independently and well in teamwork, withstand pressure and complete assigned goals on time; Have experience testing App (Mobile), Web, Game using tools to test API,; Having knowledge about Performance Testing is an advantage; Priority is given to candidates with ability or team lead orientation",Negotiable,"['qc', 'game', 'tester']","44-46 Street 12, An Duong Vuong (Near Phu Dinh Wharf), Ward 16, District 8, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/Cej8M1u74UChRIs1AcDv71ryLMJRxZfCNf1PeNxRoO0/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDI0LzAzLzI2L1RvcERldi10YWRhcGxheS1sb2dvLS0tTmdhbi1IdXluaC0xNzExNDI1NDA0LnBuZw,https://topdev.vn/viec-lam/tester-web-app-game-tadaplay-2033052
